element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,4.557292,24.307292,7.003791,0.500000,0.500000,1.516031,1.521100,1.536850,1.516867,1.525127,1.538758,2.426302,5.218750,0.001602,0.001602,0.001602,0.001602
96,4.845486,22.567708,9.308458,0.375000,0.750000,1.467490,1.513635,1.476400,1.748273,1.923352,1.813192,2.605654,14.902778,0.006042,0.006042,0.003090,0.009132
153,4.493464,21.921569,8.338667,0.298828,0.597656,1.465060,1.469698,1.462229,1.636810,1.690467,1.653073,2.795101,15.069717,0.011925,0.011925,0.006042,0.017967
409,4.448655,17.149144,11.652250,0.399414,0.798828,1.486773,1.519481,1.498977,1.927812,2.084310,2.009000,2.530514,16.945395,0.023666,0.023666,0.011925,0.035591
614,4.184853,23.027687,8.471125,0.299805,0.599609,1.432850,1.448333,1.414694,1.572692,1.646971,1.590369,2.792650,16.173724,0.047127,0.047127,0.023666,0.070793
819,4.663614,19.392145,11.659541,0.399902,0.799805,1.471717,1.542406,1.528233,2.039448,2.211085,2.117733,2.521368,19.010582,0.047127,0.047127,0.023666,0.070793
1228,4.931053,25.323697,8.569708,0.299805,0.599609,1.457948,1.488640,1.475929,1.684163,1.757279,1.726506,2.802029,19.069218,0.094025,0.094025,0.047127,0.141151
1638,5.430912,24.530322,11.910291,0.399902,0.799805,1.500427,1.535896,1.515704,2.314329,2.244413,2.193144,2.541276,20.638584,0.094025,0.094025,0.047127,0.141151
2457,5.098833,44.286732,9.289500,0.299927,0.599854,1.732846,1.762673,1.837460,1.771369,1.834223,1.819208,4.787335,20.683489,0.187798,0.187798,0.094025,0.281822
3276,5.931166,26.380902,13.467041,0.399902,0.799805,1.657481,1.682142,1.651333,2.080302,2.259942,2.119927,2.540855,23.826414,0.187798,0.187798,0.094025,0.281822
4915,5.654425,31.546050,9.734084,0.299988,0.599976,1.603590,2.053558,1.578450,1.757498,1.855544,5.293904,4.639698,19.704442,0.375320,0.375320,0.187798,0.563118
6553,6.715550,32.024137,13.390041,0.399963,0.399963,1.650656,3.520231,1.980358,2.325690,1.709917,1.734373,5.239337,30.772623,0.375320,0.375320,0.375320,0.938438
9830,6.120702,38.185978,10.328709,0.299988,0.599976,1.744756,5.016333,1.970358,8.805117,1.978350,9.562746,7.005596,21.392811,0.750343,0.750343,0.375320,1.125664
13107,7.244856,27.441889,13.644750,0.399994,0.399994,5.813704,5.293840,5.620113,5.615438,4.433446,8.409862,6.764979,28.908420,0.750343,0.750343,0.750343,1.876007
19660,6.118947,39.364691,10.176625,0.299988,0.599976,4.221996,4.600044,5.776875,10.873848,12.714602,13.454092,8.172258,23.387148,1.500366,1.500366,0.750343,2.250710
26214,7.550571,32.861474,13.873375,0.399994,0.399994,5.651742,8.747902,11.806731,6.097810,8.464696,12.318585,7.540310,33.253020,1.500366,1.500366,1.500366,3.751076
39321,6.356870,39.126858,10.340083,0.299995,0.599991,4.537529,6.721708,11.190012,11.410852,12.276198,15.476790,8.605240,27.717742,3.000389,3.000389,1.500366,4.500755
52428,8.237491,39.141245,14.092750,0.399994,0.399994,6.319748,8.768769,12.961873,6.188521,9.026146,12.263096,8.109996,34.773086,3.000389,3.000389,3.000389,7.501144
78643,6.439348,44.658560,11.007292,0.299999,0.599998,4.869304,6.921475,11.845448,11.294638,13.943685,16.424308,8.709608,28.019731,6.000412,6.000412,3.000389,9.000801
104857,8.040185,36.297450,14.989334,0.399998,0.399998,6.544102,9.638288,13.892723,6.668115,9.624913,13.827198,8.003481,34.767061,6.000412,6.000412,6.000412,15.001213
157286,8.288600,42.140322,14.673542,0.299999,0.599998,6.209767,9.378585,15.070525,11.794075,14.522902,17.433540,9.024717,25.312259,12.000435,12.000435,6.000412,18.000847
209715,10.282474,37.409368,19.721666,0.400000,0.400000,8.052106,11.625861,16.822081,7.872554,11.684321,16.871817,8.139310,29.162794,12.000435,12.000435,12.000435,30.001282
