element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,6.723958,25.604167,14.030125,0.500000,0.500000,1.950508,1.425696,1.678619,1.949971,1.414046,1.677827,2.028581,7.375000,0.001045,0.001045,0.001045,0.001045
96,7.307292,19.387153,20.939416,0.750000,0.750000,2.010575,1.829796,1.911375,2.007567,1.832335,1.926048,1.373429,5.788194,0.002083,0.002083,0.002083,0.002083
153,6.855120,22.151416,17.515500,0.597656,0.597656,2.047988,1.825787,1.980473,2.052121,1.836069,1.949885,1.671349,5.533769,0.004158,0.004158,0.004158,0.004158
409,9.118174,22.242461,22.715708,0.798828,0.798828,2.139652,1.836979,1.985737,2.197862,1.790075,1.928427,1.269181,6.927465,0.008308,0.008308,0.008308,0.008308
614,6.356406,24.441097,17.184834,0.599609,0.599609,2.057342,1.668610,1.856831,2.052100,1.684360,1.815727,1.619567,10.269815,0.016609,0.016609,0.016609,0.016609
819,8.487993,24.632275,22.143333,0.799805,0.799805,2.146250,1.887423,1.989388,2.170912,1.903044,2.000417,1.293842,8.936508,0.016609,0.016609,0.016609,0.016609
1228,7.758822,34.286781,16.776459,0.599609,0.599609,2.032475,1.700610,1.981383,2.026648,1.676594,1.857681,1.629310,7.736156,0.033211,0.033211,0.033211,0.033211
1638,10.653846,27.981278,22.305166,0.799805,0.799805,2.138392,1.876317,2.028035,2.136283,1.861287,2.078600,1.325016,10.760073,0.033211,0.033211,0.033211,0.033211
2457,8.041107,38.600054,16.878959,0.599854,0.599854,2.015400,1.690229,1.843515,2.026904,1.747510,1.900977,1.790074,9.134988,0.066414,0.066414,0.066414,0.066414
3276,9.910002,35.010531,22.598708,0.799805,0.799805,2.162002,1.889292,2.019525,2.170448,1.862296,1.991388,1.432908,13.248677,0.066414,0.066414,0.066414,0.066414
4915,9.330790,39.442760,17.580292,0.599976,0.599976,2.094983,1.764925,1.984981,2.089044,1.819287,1.949671,3.152632,11.289183,0.132820,0.132820,0.132820,0.132820
6553,13.510530,35.651610,23.697625,0.799927,0.799927,2.199383,2.050535,6.949438,2.230642,2.049010,8.120402,1.481276,15.599268,0.132820,0.132820,0.132820,0.132820
9830,11.118888,41.184181,18.427166,0.599976,0.599976,2.845225,7.776058,11.014944,3.153767,7.935387,10.772462,5.166270,11.913632,0.265633,0.265633,0.265633,0.265633
13107,16.159749,40.584764,25.953708,0.799988,0.799988,5.015939,9.346467,11.219337,5.295454,8.465585,7.736877,2.015706,17.626256,0.265633,0.265633,0.265633,0.265633
19660,12.496821,41.797372,19.112584,0.599976,0.599976,4.886702,8.952215,11.501994,4.952558,9.271038,11.547602,5.378259,13.188098,0.531258,0.531258,0.531258,0.531258
26214,16.657772,38.497234,26.254750,0.799988,0.799988,6.425662,10.730058,10.940723,6.392492,11.166379,11.562196,2.680647,17.232102,0.531258,0.531258,0.531258,0.531258
39321,12.609878,44.666900,19.255667,0.599991,0.599991,5.521008,9.618683,11.517038,5.547456,9.086469,12.352042,5.761646,13.828133,1.062508,1.062508,1.062508,1.062508
52428,17.244020,41.845219,26.871958,0.799988,0.799988,7.245527,11.511762,14.440365,7.433000,11.209865,14.029306,2.966016,17.765634,1.062508,1.062508,1.062508,1.062508
78643,12.884879,45.352892,19.751083,0.599998,0.599998,6.008904,9.472562,12.839042,6.123606,9.653015,13.181477,5.981442,14.475927,2.125008,2.125008,2.125008,2.125008
104857,18.205877,44.019872,28.274500,0.799995,0.799995,7.628988,11.504442,15.319696,7.754544,11.405554,15.172783,2.973810,19.171872,2.125008,2.125008,2.125008,2.125008
157286,13.224139,47.960490,20.400542,0.599998,0.599998,6.474436,10.034352,13.380840,6.476592,10.138396,13.811231,6.062271,14.717616,4.250008,4.250008,4.250008,4.250008
209715,18.514282,45.375867,30.189875,0.799999,0.799999,8.072992,11.630010,15.859650,8.005327,11.620617,15.840787,2.974877,18.813563,4.250008,4.250008,4.250008,4.250008
314572,14.231902,50.655865,24.419875,0.599998,0.599998,7.069506,11.035931,15.145404,7.563531,11.396048,15.393525,5.915043,15.167435,8.500008,8.500008,8.500008,8.500008
419430,18.884160,43.738857,35.738709,0.799999,0.799999,8.610158,12.778892,17.240892,8.631848,13.036152,18.042131,3.111984,19.372091,8.500008,8.500008,8.500008,8.500008
