element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,5.848958,23.218750,7.673750,0.500000,0.500000,1.396625,1.427756,1.416615,1.391696,1.425665,1.414988,2.338360,7.375000,0.001465,0.001465,0.001465,0.001465
96,4.993056,25.031250,11.888625,0.375000,0.750000,1.422181,1.470706,1.398115,1.668996,1.801302,1.640562,2.559921,20.545139,0.005859,0.005859,0.002930,0.008789
153,4.993464,26.508715,9.188125,0.298828,0.597656,1.433579,1.437323,1.484398,1.812083,1.779910,1.780223,2.766982,29.047930,0.011719,0.011719,0.005859,0.017578
409,5.976773,25.977995,12.982792,0.399414,0.798828,1.510977,1.495394,1.491460,2.528671,2.651331,2.613823,2.519725,24.823146,0.023438,0.023438,0.011719,0.035156
614,5.485613,26.398208,9.255667,0.299805,0.599609,1.434038,1.426073,1.436369,1.738121,1.768912,1.763835,2.777896,22.687839,0.046875,0.046875,0.023438,0.070312
819,5.825193,19.603378,12.891500,0.399902,0.799805,1.488783,1.508729,1.510237,2.468433,2.516183,2.516192,2.511735,105.837200,0.046875,0.046875,0.023438,0.070312
1228,5.361292,31.730727,9.448583,0.299805,0.599609,1.406254,1.414794,1.418937,1.633781,1.713567,1.662596,2.768729,26.285016,0.093750,0.093750,0.046875,0.140625
1638,5.931217,27.438441,13.151583,0.399902,0.799805,1.438854,1.477138,1.501812,2.197381,2.298229,2.243919,2.511266,29.448107,0.093750,0.093750,0.046875,0.140625
2457,5.497219,50.530254,10.239709,0.299927,0.599854,1.696023,1.628021,1.759210,1.717510,1.733654,1.746290,4.918369,28.964727,0.187500,0.187500,0.093750,0.281250
3276,6.130444,39.258598,14.304792,0.399902,0.799805,1.577419,1.589071,1.600894,4.694669,2.349881,2.282233,4.418054,30.533476,0.187500,0.187500,0.093750,0.281250
4915,5.951170,46.394235,10.650875,0.299988,0.599976,1.568683,1.644994,1.542838,4.289196,1.855327,5.156444,4.685147,59.079281,0.375000,0.375000,0.187500,0.562500
6553,7.106592,30.935805,14.745333,0.399963,0.799927,1.654392,1.617015,1.665896,9.399152,2.449475,7.417927,5.100620,30.971820,0.375000,0.375000,0.187500,0.562500
9830,6.830705,43.637674,11.101000,0.299988,0.599976,1.665885,3.727052,1.856785,9.420033,2.226908,10.968644,6.944127,30.987894,0.750000,0.750000,0.375000,1.125000
13107,8.266384,36.407594,15.218959,0.399994,0.799988,4.318010,7.344896,5.825667,14.540888,10.137865,13.424625,7.738525,34.681417,0.750000,0.750000,0.375000,1.125000
19660,7.067718,45.551458,11.188666,0.299988,0.599976,3.730379,5.567485,7.058223,11.389194,7.127798,10.086554,8.181512,35.466819,1.500000,1.500000,0.750000,2.250000
26214,8.508227,39.351587,15.488875,0.399994,0.799988,5.902458,6.638294,11.355644,16.583375,14.690387,14.931558,7.916603,38.949175,1.500000,1.500000,0.750000,2.250000
39321,7.097564,47.671550,11.609625,0.299995,0.599991,4.634469,5.526165,10.352612,11.512075,11.495088,13.527065,8.565819,35.333121,3.000000,3.000000,1.500000,4.500000
52428,8.855666,40.478927,15.948334,0.399994,0.799988,6.470823,8.155692,12.693563,16.398015,16.129527,17.061440,8.016040,39.525902,3.000000,3.000000,1.500000,4.500000
78643,32.382446,69.757923,16.829500,0.299999,0.599998,28.259392,12.275167,24.468810,34.720429,26.647542,30.688523,3.288566,66.933798,6.000000,6.000000,3.000000,9.000000
104857,39.887393,68.565201,24.304083,0.399998,0.799995,34.478808,17.982425,29.066558,65.824873,56.175869,61.484079,2.852782,110.194516,6.000000,6.000000,3.000000,9.000000
157286,27.937430,71.605670,24.798833,0.299999,0.599998,24.393506,12.594262,26.251950,37.274271,28.760756,33.076712,3.813020,63.930958,12.000000,12.000000,6.000000,18.000000
209715,32.490590,65.459209,35.401417,0.400000,0.799999,27.811933,17.832658,28.821960,73.869090,63.418744,69.013912,3.190540,114.230359,12.000000,12.000000,6.000000,18.000000
314572,35.343217,71.109627,42.111542,0.299999,0.599998,37.646554,16.254719,41.000485,31.794281,29.201190,31.508389,3.736916,61.689286,24.000000,24.000000,12.000000,36.000000
419430,42.812402,69.672599,63.969458,0.400000,0.799999,43.168663,24.009392,47.308317,50.801904,46.322812,48.867383,3.123069,86.470064,24.000000,24.000000,12.000000,36.000000
629145,44.205761,84.431407,70.426929,0.300000,0.599999,55.719452,19.352929,59.158029,50.484138,45.681927,50.516263,3.738283,73.813359,48.000000,48.000000,24.000000,72.000000
838860,54.579992,85.784527,93.719329,0.400000,0.799999,62.500773,30.697135,64.796671,73.970744,69.119985,72.512819,3.141522,98.777243,48.000000,48.000000,24.000000,72.000000
1258291,42.310032,98.951508,80.642117,0.300000,0.600000,63.376106,20.615581,80.652025,70.197475,62.629337,70.004844,4.595542,77.637910,96.000000,96.000000,48.000000,144.000000
1677721,56.617901,98.718440,105.197132,0.400000,0.800000,84.193687,33.171500,88.794421,94.934096,90.030056,93.558629,3.653464,103.361031,96.000000,96.000000,48.000000,144.000000
2516582,50.052371,109.352984,93.725893,0.300000,0.600000,87.009985,24.230592,102.473721,90.858304,81.560090,92.129279,4.544780,77.024087,192.000000,192.000000,96.000000,288.000000
3355443,69.264407,111.757952,123.571630,0.400000,0.800000,105.894094,41.266210,112.249281,110.499827,107.878323,110.465875,3.666940,101.713664,192.000000,192.000000,96.000000,288.000000
5033164,24.458315,68.671379,39.579701,0.300000,0.600000,11.463023,13.048910,18.184077,19.011392,21.687342,52.230860,8.852229,55.092758,384.000000,384.000000,192.000000,576.000000
6710886,26.424526,59.233364,45.320500,0.400000,0.800000,13.174360,15.601385,24.125548,72.184838,77.386479,110.379148,8.255407,57.651046,384.000000,384.000000,192.000000,576.000000
10000000,25.007942,71.316123,40.835352,0.298023,0.596046,11.652038,13.220579,18.363721,19.623431,22.727333,63.874375,8.867460,56.295560,768.000000,768.000000,384.000000,1152.000000
