element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,36.026042,303.604167,63.688833,0.500000,0.500000,1.824065,1.825440,1.873290,1.836108,1.816752,1.857910,4.001213,188.802083,0.005585,0.005608,0.005585,0.005608
96,40.000000,306.569444,59.555708,0.375000,0.750000,1.827237,1.827129,1.823344,1.865490,1.917373,1.916408,4.886595,295.138889,0.011742,0.011787,0.007805,0.013176
153,85.149237,255.899782,218.104959,0.597656,0.597656,1.842273,1.827250,1.831671,1.830354,1.813888,1.833404,3.488420,76.705882,0.012367,0.012413,0.012230,0.012245
409,43.942543,278.151182,61.631959,0.399414,0.798828,1.847808,1.844263,1.830804,1.825362,1.853385,1.849844,4.434597,208.876936,0.038780,0.038818,0.022926,0.044884
614,71.661509,336.760586,218.725334,0.599609,0.599609,1.817085,1.874527,1.854736,1.829775,1.827136,1.822160,3.787911,87.947883,0.040802,0.040878,0.040802,0.040878
819,41.403948,286.977411,59.798458,0.399902,0.799805,1.838192,1.844173,1.828665,1.846412,1.834821,1.847221,4.746315,216.134310,0.074623,0.074646,0.043106,0.087120
1228,52.999321,260.518458,218.837166,0.599609,0.599609,1.833071,1.825056,1.846923,1.835892,1.825686,1.831369,3.716256,118.507872,0.079056,0.079124,0.078873,0.078888
1638,42.255800,307.446479,64.656833,0.399902,0.799805,1.824933,1.823333,1.823627,1.871810,1.888779,1.841238,4.714691,198.540090,0.146210,0.146217,0.083183,0.171204
2457,75.953602,292.217881,211.398667,0.599854,0.599854,1.861956,1.855004,1.856035,1.838342,1.842723,1.885029,3.550507,78.556641,0.154701,0.154747,0.154701,0.154755
3276,43.962454,304.633344,66.471083,0.399902,0.799805,1.881533,1.886369,1.882871,1.844035,1.857210,1.888665,5.312658,191.230769,0.289658,0.289703,0.163734,0.339600
4915,46.895829,260.276060,209.863083,0.599976,0.599976,1.901738,1.870252,2.070854,1.865810,1.857538,2.026225,4.968275,112.639878,0.306122,0.306198,0.306122,0.306198
6553,46.520296,307.105931,71.432291,0.399963,0.799927,1.935856,1.878650,3.254515,1.857567,1.852173,2.227381,10.266601,214.617529,0.576866,0.576920,0.324203,0.676857
9830,72.133198,293.514056,190.498084,0.599976,0.599976,1.910577,1.880219,4.869727,1.890427,1.905652,7.818471,7.664821,67.648694,0.610062,0.610153,0.609879,0.609909
13107,68.821368,334.961509,111.237083,0.399994,0.799988,1.887727,1.919015,8.044138,1.886088,1.854873,8.180090,12.524443,205.571883,1.021385,1.021431,0.646187,1.314934
19660,786.312106,825.560927,0.000000,0.599976,0.599976,1.910556,1.955548,8.553296,1.929767,1.915135,8.910479,8.541460,1067.168243,1.090370,1.416283,1.090424,1.419998
26214,79.762824,729.785763,0.000000,0.399994,0.799988,1.947325,1.950446,9.499983,1.968256,1.923133,9.415821,13.454683,239.756860,2.038765,2.038918,1.167709,2.473740
39321,681.180578,949.992438,0.000000,0.599991,0.599991,1.965435,1.960548,10.631477,1.962837,1.987052,10.685273,9.141496,989.919509,2.181396,2.840141,2.179787,2.839546
52428,80.438621,871.518368,0.000000,0.399994,0.799988,2.113006,2.140360,10.628677,1.987846,1.973188,10.616100,13.981285,270.607099,4.073608,4.073654,2.331688,4.944054
78643,617.766892,1196.724173,0.000000,0.599998,0.599998,2.225333,2.108765,11.220517,2.204202,2.141881,11.293531,9.314658,620.535025,4.355118,5.564735,4.354004,5.665283
104857,102.287191,1063.422884,0.000000,0.399998,0.799995,2.288802,2.268619,11.681600,2.125998,2.112940,11.438625,14.188697,309.753207,8.146599,8.146637,4.662025,9.886894
157286,1029.339600,1266.270520,0.000000,0.599998,0.599998,2.269996,2.365531,11.874256,2.354523,2.267279,12.028242,9.369028,769.285639,8.710243,11.317192,8.705826,11.248230
209715,115.322384,1039.057505,0.000000,0.400000,0.799999,4.479060,4.446994,13.512106,2.289858,2.641877,12.078390,14.334022,339.495798,16.293320,16.293381,9.318436,19.768188
314572,736.712635,1358.315735,0.000000,0.599998,0.599998,4.753246,4.775592,13.976150,4.532919,4.730360,13.752690,9.507048,714.780587,17.415649,22.630211,17.408684,17.408867
419430,240.642823,1221.841050,0.000000,0.400000,0.799999,6.565529,6.324640,15.345721,5.033840,4.559296,14.178846,14.143968,500.793966,32.581429,32.581459,18.640106,39.539978
629145,1068.323743,1376.328523,0.000000,0.599999,0.599999,6.370494,6.450992,15.471515,6.335179,6.600431,15.740629,9.436126,641.564102,34.837059,34.837151,34.822334,44.762749
838860,357.722186,1621.143990,0.000000,0.400000,0.799999,8.583733,8.791096,17.555273,6.413417,6.481206,15.818902,14.608761,551.683369,65.157303,65.157349,37.275978,79.075844
