element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,16.281250,35.588542,25.697500,0.507937,0.507937,2.243271,1.600875,1.890127,2.230767,1.594794,1.887229,3.748758,22.135417,0.001038,0.001038,0.001038,0.001038
96,18.013889,31.395833,37.687125,0.755906,0.755906,2.691156,1.866460,2.045667,2.692742,1.866921,2.047137,2.902332,18.520833,0.002563,0.002563,0.002563,0.002563
153,19.427015,80.925926,29.227833,0.600000,0.600000,2.697762,1.996638,2.080221,2.544181,1.819056,2.234638,3.289378,19.971678,0.004532,0.004532,0.004532,0.004532
409,17.556235,29.033822,25.747959,0.800391,0.800391,2.710958,2.023269,2.120469,2.707356,2.016244,2.101108,3.054193,17.555827,0.010635,0.010635,0.010635,0.010635
614,20.301574,30.096634,28.941125,0.600196,0.600196,2.507525,1.901690,1.954458,2.591548,1.769963,1.923144,3.491493,19.068947,0.018158,0.018158,0.018158,0.018158
819,19.332316,33.060847,25.024041,0.800587,0.800587,2.791229,2.579490,2.395571,2.800000,2.596215,2.392646,3.014528,18.840863,0.021286,0.021286,0.021286,0.021286
1228,18.831433,31.283795,31.456041,0.599902,0.599902,2.486973,2.063583,1.944360,2.475998,1.941450,1.926979,3.492276,17.508143,0.036316,0.036316,0.036316,0.036316
1638,20.277880,29.884921,30.665250,0.800195,0.800195,2.968390,3.085683,2.541892,3.062487,3.558383,2.467365,3.095710,21.206553,0.042572,0.042572,0.042572,0.042572
2457,18.707842,31.480464,32.932333,0.600000,0.600000,2.699279,2.514648,2.044417,2.720979,2.389946,2.242400,3.671705,18.111518,0.072647,0.072647,0.072647,0.072647
3276,20.174094,30.143468,28.935666,0.800000,0.800000,3.088887,4.718275,2.458708,3.115900,8.773354,4.957294,2.920158,19.307082,0.085144,0.085144,0.085144,0.085144
4915,18.773279,30.154256,34.753542,0.600049,0.600049,2.511929,2.638719,6.184060,2.504096,2.662350,4.666875,3.587817,17.421228,0.145309,0.145309,0.145309,0.145309
6553,19.348670,28.035302,29.323125,0.800024,0.800024,3.104694,9.244927,4.645056,3.158940,9.185585,6.567327,3.133661,18.666209,0.170303,0.170303,0.170303,0.170303
9830,18.144541,39.093032,36.625917,0.600012,0.600012,2.707290,3.277094,6.655952,2.829890,3.016869,7.429117,3.938192,18.503391,0.290619,0.290619,0.290619,0.290619
13107,19.533150,32.885316,46.783833,0.800037,0.800037,3.407296,10.905421,11.566846,3.467633,10.964862,10.929312,3.140078,20.145088,0.340622,0.340622,0.340622,0.340622
19660,17.857740,29.673186,40.215958,0.599994,0.599994,2.921706,3.299631,7.554015,2.901877,3.175456,8.186523,4.279201,17.615446,0.581238,0.581238,0.581238,0.581238
26214,19.631418,29.207516,56.025292,0.800012,0.800012,3.629685,11.163881,13.253510,3.614408,11.220681,12.576546,3.285935,20.899023,0.681244,0.681244,0.681244,0.681244
39321,20.016696,32.888842,64.597375,0.600000,0.600000,3.161417,3.717740,9.354221,3.107794,3.658879,9.320362,4.678474,22.035867,1.162491,1.162491,1.162491,1.162491
52428,20.605901,29.713506,65.993000,0.800000,0.800000,3.974129,11.172321,14.048358,3.999027,11.537856,14.599769,3.366145,21.263809,1.362488,1.362488,1.362488,1.362488
78643,40.537710,60.368443,113.420875,0.600003,0.600003,29.924463,9.779933,25.448314,30.149352,9.832546,25.685254,3.403519,41.593022,2.324997,2.324997,2.324997,2.324997
104857,46.355459,59.154633,118.370375,0.800002,0.800002,38.469998,18.038852,31.940638,38.277614,17.991954,31.933165,2.670603,46.284994,2.724991,2.724991,2.724991,2.724991
157286,34.820505,55.051694,61.182208,0.600001,0.600001,22.431675,7.500483,21.862175,22.740675,7.466152,21.107156,3.779534,36.489613,4.649994,4.649994,4.649994,4.649994
209715,39.948726,53.804834,75.087708,0.800002,0.800002,28.154700,17.638127,27.782019,27.711692,17.647192,28.389921,2.795521,38.176082,5.449997,5.449997,5.449997,5.449997
314572,40.049833,56.579786,73.603917,0.600000,0.600000,25.551054,7.798640,25.112217,26.112846,7.691206,25.648800,3.799986,38.920785,9.299988,9.299988,9.299988,9.299988
419430,45.831081,53.340116,95.932625,0.800001,0.800001,33.753423,19.007160,34.330883,33.842879,18.889069,34.575163,2.810157,42.907006,10.899994,10.899994,10.899994,10.899994
629145,51.042156,58.426604,111.075216,0.600000,0.600000,33.582206,7.915169,31.088752,33.939350,7.863923,31.027523,3.818360,50.624988,18.599991,18.599991,18.599991,18.599991
838860,55.656072,62.067750,144.187175,0.800000,0.800000,43.422508,18.769262,40.468521,42.653769,18.607098,41.668342,2.845092,56.279504,21.799988,21.799988,21.799988,21.799988
1258291,58.915376,67.206582,162.239216,0.600000,0.600000,21.536933,7.053471,24.163929,21.556685,6.934294,24.278708,4.436805,59.008199,37.199997,37.199997,37.199997,37.199997
1677721,67.809757,72.003057,218.524576,0.800000,0.800000,29.078585,16.643635,35.388767,29.811777,16.533006,35.368456,3.225790,67.509809,43.599991,43.599991,43.599991,43.599991
2516582,82.827596,81.276468,206.098101,0.600000,0.600000,29.309144,9.374129,28.765535,29.107423,9.450929,29.122106,4.578173,86.977396,74.399994,74.399994,74.399994,74.399994
3355443,94.065777,94.240096,246.680443,0.800000,0.800000,36.919510,19.378498,41.560177,36.746475,18.297271,41.204135,3.152904,96.471142,87.199997,87.199997,87.199997,87.199997
5033164,72.102442,73.505482,228.835985,0.600000,0.600000,26.268498,10.457677,22.749679,26.443102,10.090646,22.909719,5.193732,70.912813,148.799988,148.799988,148.799988,148.799988
6710886,70.232961,75.094971,267.185566,0.800000,0.800000,27.581323,19.076096,28.786573,27.287483,19.303458,29.937681,3.633212,75.366702,174.399994,174.399994,174.399994,174.399994
10000000,82.416481,88.894579,322.829875,0.596047,0.596047,29.474067,11.177773,26.102875,29.772573,11.094589,25.364900,5.070073,82.385383,296.587891,296.587891,296.587891,296.587891
