element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,6.291667,23.875000,5.945709,0.500000,0.500000,1.563658,1.369346,1.654862,1.565883,1.371252,1.656840,2.419806,5.218750,0.001602,0.001602,0.001602,0.001602
96,3.401042,20.182292,5.503917,0.375000,0.750000,1.249544,1.262910,1.263937,1.722238,1.623904,1.793485,2.598938,15.916667,0.006042,0.006042,0.003090,0.009132
153,4.220044,22.423747,7.117209,0.298828,0.597656,1.258035,1.257111,1.261573,1.290521,1.321419,1.323060,2.765314,14.888889,0.011925,0.011925,0.006042,0.017967
409,3.497963,14.330888,10.015625,0.399414,0.798828,1.257442,1.276560,1.275860,1.363646,1.442604,1.555469,2.543885,13.889161,0.023666,0.023666,0.011925,0.035591
614,3.336048,19.567047,7.188375,0.299805,0.599609,1.247617,1.258315,1.264631,1.313431,1.332606,1.375890,2.799835,13.979370,0.047127,0.047127,0.023666,0.070793
819,3.637566,17.085267,10.032042,0.399902,0.799805,1.270144,1.277796,1.270685,1.362046,1.456517,1.542535,2.522803,14.804640,0.047127,0.047127,0.023666,0.070793
1228,3.879479,22.625950,7.382875,0.299805,0.599609,1.277323,1.269129,1.281496,1.325760,1.351810,1.406135,2.806095,16.682410,0.094025,0.094025,0.047127,0.141151
1638,4.095645,19.938848,10.577417,0.399902,0.799805,1.275706,1.280515,1.264460,1.428633,1.510046,1.606888,2.522323,17.645299,0.094025,0.094025,0.047127,0.141151
2457,4.030525,39.487654,8.185042,0.299927,0.599854,1.439283,1.347573,1.424510,1.419300,1.428967,1.496204,2.822235,18.444987,0.187798,0.187798,0.094025,0.281822
3276,4.523606,23.900641,11.521166,0.399902,0.799805,1.367973,1.323856,1.349902,1.979460,1.855315,2.575442,2.548139,19.820004,0.187798,0.187798,0.094025,0.281822
4915,4.445032,35.651882,8.599833,0.299988,0.599976,1.371762,1.496873,2.454119,1.681152,1.520429,5.951240,4.513301,19.187318,0.375320,0.375320,0.187798,0.563118
6553,5.177883,28.576759,11.965667,0.399963,0.799927,1.399248,1.346642,3.427361,7.959539,7.134752,7.554677,4.508145,20.953049,0.375320,0.375320,0.187798,0.563118
9830,4.811631,33.343218,8.941000,0.299988,0.599976,1.438788,3.346933,5.489517,4.833198,4.297598,7.921152,6.760854,20.836148,0.750343,0.750343,0.375320,1.125664
13107,5.459856,25.778197,12.453959,0.399994,0.799988,1.925596,4.925985,8.234733,9.287923,7.800194,12.893506,6.471627,19.898197,0.750343,0.750343,0.375320,1.125664
19660,5.281807,36.101577,9.101916,0.299988,0.599976,2.464948,4.377692,6.863746,7.325727,7.618521,12.341896,8.081402,23.344761,1.500366,1.500366,0.750343,2.250710
26214,6.257254,30.426916,12.462333,0.399994,0.799988,4.059108,5.775365,8.822615,11.744417,11.290119,14.179869,7.632540,24.902393,1.500366,1.500366,0.750343,2.250710
39321,5.881433,43.314785,9.604250,0.299995,0.599991,3.583119,5.065135,9.077744,9.641840,10.384567,12.955556,8.343855,27.391716,3.000389,3.000389,1.500366,4.500755
52428,6.767745,31.002702,12.713000,0.399994,0.799988,4.889335,6.889250,10.807977,13.901633,14.682031,16.140560,7.737708,27.295370,3.000389,3.000389,1.500366,4.500755
78643,6.099379,41.046510,10.354625,0.299999,0.599998,4.201498,5.611137,9.638667,9.224204,10.617777,12.989656,8.574231,27.118858,6.000412,6.000412,3.000389,9.000801
104857,7.481755,34.924815,13.884083,0.399998,0.799995,5.522640,7.843842,11.123271,13.272417,14.215048,15.868733,7.878600,27.120930,6.000412,6.000412,3.000389,9.000801
157286,8.274644,39.694408,13.858958,0.299999,0.599998,5.489833,7.297379,12.447367,9.954692,11.264129,14.343460,8.688076,24.735020,12.000435,12.000435,6.000412,18.000847
209715,10.053525,33.876995,17.758500,0.400000,0.400000,7.382750,9.848779,14.754046,7.400287,9.875617,15.063921,7.949905,30.752914,12.000435,12.000435,12.000435,30.001282
314572,10.489428,42.840264,16.736625,0.299999,0.599998,6.069563,8.029917,13.296712,11.887108,14.289383,18.149785,8.744734,31.168097,24.000458,24.000458,12.000435,36.000893
419430,11.958095,36.032862,21.200000,0.400000,0.799999,7.652148,10.349494,15.240675,18.811560,20.004721,24.778863,8.182333,31.197465,24.000458,24.000458,12.000435,36.000893
629145,13.136523,46.756489,22.187751,0.300000,0.599999,6.957658,9.065946,13.802417,13.142498,15.353448,20.710271,8.739192,31.098489,48.000481,48.000481,24.000458,72.000938
838860,14.760177,37.899385,27.067066,0.400000,0.799999,8.592325,11.618683,16.225640,21.431073,22.394056,34.427892,8.036521,35.416998,48.000481,48.000481,24.000458,72.000938
1258291,17.995688,51.661556,30.140435,0.300000,0.600000,9.132040,11.359019,16.186458,14.863906,17.137277,30.452131,8.660207,41.611201,96.000504,96.000504,48.000481,144.000984
1677721,19.821842,44.993899,34.163656,0.400000,0.400000,11.033040,13.641115,21.501292,11.148089,13.684319,21.864692,7.891836,49.110056,96.000504,96.000504,96.000504,240.001488
2516582,19.515632,55.114661,31.807767,0.300000,0.600000,9.952700,12.098704,16.228177,17.375129,19.559838,44.323212,8.694189,42.999438,192.000526,192.000526,96.000504,288.001030
3355443,21.772709,48.529130,37.530265,0.400000,0.800000,11.836779,14.475254,19.639965,36.264800,39.293565,76.859275,7.844295,42.875147,192.000526,192.000526,96.000504,288.001030
5033164,19.240403,55.382956,32.523035,0.300000,0.600000,9.172117,12.059117,14.932017,14.892471,18.351831,27.954496,8.710430,42.206906,384.000549,384.000549,192.000526,576.001076
6710886,20.499650,47.505169,36.816618,0.400000,0.400000,10.154896,13.863619,16.725562,10.196838,13.922115,16.680921,8.404626,47.108461,384.000549,384.000549,384.000549,960.001625
10000000,19.560854,57.838862,33.428302,0.298023,0.596046,9.568779,12.148940,15.509321,15.150131,18.591431,46.548586,8.770888,42.404115,768.000572,768.000572,384.000549,1152.001122
