element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,18.885417,32.776042,22.300542,1.000000,1.000000,1.886794,1.955646,2.151317,1.874133,1.931563,2.168529,1.610533,19.968750,0.001221,0.001221,0.001221,0.001221
96,22.642361,32.335069,31.571292,0.989691,0.989691,2.227831,2.710202,2.533673,2.286873,2.716790,2.609060,1.920386,112.125000,0.003670,0.003670,0.003670,0.003670
153,22.921569,41.576253,32.040167,0.974522,0.974522,2.463344,2.878371,2.627487,2.460717,2.897027,2.652550,2.017201,27.775599,0.005867,0.005867,0.005867,0.005867
409,23.022820,38.355338,24.760333,1.000000,1.000000,2.310500,2.913146,2.610696,2.300283,2.935608,2.612504,1.997871,31.886716,0.015602,0.015602,0.015602,0.015602
614,24.769273,32.833605,33.999666,0.995138,0.995138,2.486488,2.817850,2.515252,2.406844,2.822748,2.510492,2.004546,31.939739,0.023445,0.023445,0.023445,0.023445
819,22.910867,36.613146,34.327834,0.997564,0.997564,2.535135,2.814183,2.496662,2.336529,2.807256,2.501025,2.000697,25.522182,0.031258,0.031258,0.031258,0.031258
1228,24.249050,33.828719,34.305250,0.999186,0.999186,2.915631,2.813196,2.516415,2.466554,2.797360,2.524685,2.010510,26.058632,0.046852,0.046852,0.046852,0.046852
1638,24.377595,34.802808,34.043292,0.988533,0.988533,3.653019,2.876979,2.685954,2.923538,3.005017,2.683160,2.012685,28.082825,0.062630,0.062630,0.062630,0.062630
2457,24.185457,32.503527,35.930541,0.999187,0.999187,4.884210,3.746135,5.327667,4.353235,5.272079,3.396375,2.026357,26.568037,0.093742,0.093742,0.093742,0.093742
3276,24.462454,35.756614,40.074875,0.993028,0.993028,5.843740,8.265473,3.244565,5.855304,7.349969,10.801050,2.018807,25.738604,0.125145,0.125145,0.125145,0.125145
4915,25.209088,32.605731,56.289084,0.999187,0.999187,6.878683,12.650023,16.632487,7.398460,9.332369,14.549656,2.590186,28.125398,0.187523,0.187523,0.187523,0.187523
6553,25.711303,38.823389,36.460458,1.000000,1.000000,8.432081,13.685027,17.023462,8.135262,13.226698,17.658815,3.159297,27.197009,0.249977,0.249977,0.249977,0.249977
9830,27.000678,36.479162,59.530166,0.999695,0.999695,9.346344,14.933331,18.360448,9.974577,15.625263,16.567879,3.354737,27.934622,0.375008,0.375008,0.375008,0.375008
13107,28.526411,44.681379,88.533834,0.999847,0.999847,11.460806,15.960929,19.392306,11.071352,15.379242,18.828469,3.239549,28.338343,0.500008,0.500008,0.500008,0.500008
19660,27.530510,42.171066,89.470500,0.999949,0.999949,10.612458,15.870406,18.686142,11.311973,16.180873,19.366287,3.333938,28.672855,0.749977,0.749977,0.749977,0.749977
26214,27.851422,45.638781,93.166333,0.999504,0.999504,11.189131,16.897021,19.408660,11.310617,16.786129,20.215396,3.580108,29.959602,1.000084,1.000084,1.000084,1.000084
39321,28.947636,45.114956,102.691333,0.999949,0.999949,12.100013,17.496896,20.507263,12.011108,16.794202,19.599113,3.525468,29.598976,1.499992,1.499992,1.499992,1.499992
52428,28.091704,47.238460,138.118125,0.999905,0.999905,11.762417,17.059446,19.922204,11.713996,17.028237,20.577960,3.906163,30.010198,2.000008,2.000008,2.000008,2.000008
78643,30.026951,43.999290,155.351708,1.000000,1.000000,12.145346,17.192654,20.488604,12.265996,17.455037,20.638556,3.845742,30.875280,2.999992,2.999992,2.999992,2.999992
104857,30.233903,51.620435,204.129666,0.999886,0.999886,12.631592,17.739929,21.105654,12.880069,18.452769,21.584165,3.845499,32.974143,4.000069,4.000069,4.000069,4.000069
157286,30.784066,44.924178,300.508375,0.999968,0.999968,12.890875,19.074206,21.774542,13.209165,18.505025,21.964273,4.227822,30.412484,6.000023,6.000023,6.000023,6.000023
209715,34.496089,59.011900,460.955292,0.999990,0.999990,14.970094,20.750908,25.671804,14.290779,19.912846,24.567294,4.181191,33.053325,8.000008,8.000008,8.000008,8.000008
314572,39.528710,58.594164,675.061917,0.999971,0.999971,17.369056,25.298623,29.376615,17.363571,24.816015,30.231288,4.774706,40.285425,12.000038,12.000038,12.000038,12.000038
419430,51.771883,80.961629,277.943459,0.999969,0.999969,19.689448,27.774325,32.732108,19.620431,27.526492,33.226954,6.260946,45.444380,16.000084,16.000084,16.000084,16.000084
629145,67.821607,101.918190,251.322529,0.999959,0.999959,23.034775,30.306987,36.884450,22.542981,30.188187,36.782325,7.379354,52.689585,24.000175,24.000175,24.000175,24.000175
838860,57.825419,112.943426,226.406796,0.999965,0.999965,24.725756,34.070037,40.726133,23.769102,33.221754,40.213890,8.167852,59.675135,32.000191,32.000191,32.000191,32.000191
1258291,69.115090,113.291907,290.020966,1.000000,1.000000,27.877225,38.923456,46.073983,26.985200,37.609358,45.887240,9.871234,67.509247,47.999992,47.999992,47.999992,47.999992
1677721,79.318500,170.328877,298.478536,1.000000,1.000000,30.325269,42.014656,50.897754,31.207915,41.952583,51.004260,11.461056,80.587239,63.999977,63.999977,63.999977,63.999977
2516582,99.749680,165.160722,321.237339,0.999992,0.999992,34.370054,47.556858,57.727300,34.067606,47.179298,58.507033,14.457324,96.235114,96.000145,96.000145,96.000145,96.000145
3355443,107.262321,235.200470,325.638361,0.999997,0.999997,36.608992,51.242904,63.095365,37.260815,51.852764,61.620075,16.648926,113.450436,128.000069,128.000069,128.000069,128.000069
5033164,124.679977,221.406132,369.063198,0.999999,0.999999,38.924581,53.973652,66.261556,38.570896,53.948994,64.975810,19.144402,125.354546,191.999992,191.999992,191.999992,191.999992
6710886,131.472205,284.405883,359.685961,1.000000,1.000000,39.130437,55.429127,67.074942,39.539710,54.993023,66.555227,20.547461,130.263351,255.999992,255.999992,255.999992,255.999992
10000000,137.626287,253.226865,396.110063,0.999998,0.999998,40.074052,57.864540,70.044752,40.812365,57.568108,69.919937,22.008508,140.016871,381.469872,381.469872,381.469872,381.469872
