element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,18.015625,34.937500,22.096500,1.000000,1.000000,1.752263,2.161967,1.992250,1.731579,2.151429,2.002921,1.603648,19.968750,0.001221,0.001221,0.001221,0.001221
96,24.161458,31.177083,32.436958,0.989691,0.989691,2.460550,3.208431,2.962800,2.474065,3.232931,3.032181,1.861432,27.920139,0.003670,0.003670,0.003670,0.003670
153,23.102397,31.953159,33.035375,0.974522,0.974522,2.563029,2.712087,2.737106,2.555735,2.669046,2.633223,2.004616,24.420479,0.005867,0.005867,0.005867,0.005867
409,25.026895,33.584352,25.379708,1.000000,1.000000,2.441021,3.140581,2.712631,2.488340,3.071317,2.716790,1.985617,27.811736,0.015602,0.015602,0.015602,0.015602
614,25.380022,32.245114,34.599542,0.995138,0.995138,2.490333,2.966715,2.726392,2.609710,3.063265,2.778046,2.006440,30.627579,0.023445,0.023445,0.023445,0.023445
819,25.344322,37.096663,34.549166,0.997564,0.997564,2.420604,2.891631,2.647296,2.356706,2.907975,2.650446,2.002070,23.860806,0.031258,0.031258,0.031258,0.031258
1228,24.690147,32.217020,33.934458,0.999186,0.999186,2.785098,2.993219,2.720785,2.566831,2.975665,2.715881,2.005231,27.823018,0.046852,0.046852,0.046852,0.046852
1638,25.687729,37.355006,33.968500,0.988533,0.988533,3.075392,2.951910,2.763675,2.561556,3.045694,2.676231,2.025565,25.683557,0.062630,0.062630,0.062630,0.062630
2457,23.874508,32.904898,36.380375,0.999187,0.999187,3.916152,3.653592,3.770746,3.847746,3.182475,2.913573,2.078511,25.482702,0.093742,0.093742,0.093742,0.093742
3276,25.168295,36.562169,42.265417,0.993028,0.993028,5.289790,6.658306,6.346442,4.775763,6.284256,4.392508,2.005307,25.865690,0.125145,0.125145,0.125145,0.125145
4915,25.223262,33.863140,57.780708,0.999187,0.999187,7.042050,10.155219,13.233548,6.648810,12.026915,12.007948,2.540850,25.539708,0.187523,0.187523,0.187523,0.187523
6553,26.467928,39.834402,36.220583,1.000000,1.000000,7.893752,14.076902,15.065508,8.165558,11.842165,11.249410,3.015168,27.955847,0.249977,0.249977,0.249977,0.249977
9830,29.553120,37.100153,59.636042,0.999695,0.999695,9.384336,14.580465,18.310902,9.426937,15.354233,15.550881,3.037064,27.960020,0.375008,0.375008,0.375008,0.375008
13107,26.942245,43.285801,87.230958,0.999847,0.999847,10.012671,16.626842,17.492827,10.116171,16.176435,17.796358,3.360997,27.692988,0.500008,0.500008,0.500008,0.500008
19660,28.066353,41.721787,88.652542,0.999949,0.999949,11.002125,16.224419,19.044333,10.843308,16.125523,20.402202,3.382979,29.136283,0.749977,0.749977,0.749977,0.749977
26214,28.311583,47.063745,93.707959,0.999504,0.999504,11.405040,16.968813,20.465169,11.323319,16.869923,19.450869,3.548481,29.535210,1.000084,1.000084,1.000084,1.000084
39321,28.280223,40.617609,102.172458,0.999949,0.999949,11.651892,17.072196,20.385381,11.666106,17.236123,19.839619,3.686546,28.988963,1.499992,1.499992,1.499992,1.499992
52428,28.629473,48.980008,148.967458,0.999905,0.999905,12.071240,17.818550,20.535248,12.172954,18.071167,20.818556,3.709067,29.782375,2.000008,2.000008,2.000008,2.000008
78643,29.865710,44.010590,201.383083,1.000000,1.000000,12.461500,17.776844,20.973269,12.357560,17.704415,21.888298,3.874367,30.615673,2.999992,2.999992,2.999992,2.999992
104857,31.731043,55.564960,204.717458,0.999886,0.999886,12.534896,18.802408,21.365885,12.977887,17.936040,21.321514,3.827104,29.896141,4.000069,4.000069,4.000069,4.000069
157286,30.434387,45.086746,342.143291,0.999968,0.999968,13.844525,20.046252,23.549258,14.316481,20.124929,24.196604,4.374377,33.658696,6.000023,6.000023,6.000023,6.000023
209715,34.844182,61.663914,495.611292,0.999990,0.999990,15.208804,21.703952,26.426279,16.719654,20.095227,24.452883,4.113738,37.759844,8.000008,8.000008,8.000008,8.000008
314572,37.006189,53.090919,700.303916,0.999971,0.999971,17.313819,23.871921,29.802190,17.555325,23.551202,28.746673,4.478882,38.662586,12.000038,12.000038,12.000038,12.000038
419430,43.877471,77.315080,251.239333,0.999969,0.999969,19.567812,26.876596,32.912125,19.167002,26.951642,33.125517,5.742594,44.039596,16.000084,16.000084,16.000084,16.000084
