element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,54.260417,319.875000,60.972209,0.500000,0.500000,1.372837,1.367746,1.368360,1.392600,1.380927,1.368571,3.785621,240.020833,0.005714,0.005836,0.005714,0.005836
96,37.401042,330.875000,56.347834,0.375000,0.750000,1.363975,1.368033,1.368065,1.382767,1.383919,1.366496,4.484284,198.059028,0.011864,0.011902,0.007782,0.013237
153,44.346405,291.984749,213.541042,0.597656,0.597656,1.375273,1.383965,1.370454,1.386648,1.374631,1.366550,3.455663,61.910675,0.012413,0.012482,0.012276,0.012291
409,44.485738,310.479218,58.202375,0.399414,0.798828,1.389450,1.397452,1.390940,1.397802,1.384885,1.373783,4.464713,234.175224,0.038818,0.038895,0.023079,0.045059
614,43.543974,213.174267,211.065916,0.599609,0.599609,1.391817,1.402852,1.375294,1.367933,1.391619,1.370408,3.522782,196.299674,0.041069,0.041229,0.040840,0.051743
819,41.514245,282.212251,57.281167,0.399902,0.799805,1.379777,1.388231,1.391061,1.384067,1.368244,1.363290,4.418905,191.595035,0.074570,0.074577,0.043373,0.087036
1228,42.130293,269.922910,211.140000,0.599609,0.599609,1.367919,1.398860,1.397685,1.408010,1.380548,1.413390,3.610380,81.377036,0.079079,0.079163,0.079018,0.079063
1638,41.933964,318.295482,59.965500,0.399902,0.799805,1.371104,1.375527,1.371052,1.369227,1.382262,1.366175,4.413205,224.172568,0.146828,0.146858,0.083199,0.171822
2457,209.650387,270.256614,202.933250,0.599854,0.599854,1.374910,1.377536,1.366508,1.371379,1.373050,1.361035,3.626341,223.641161,0.154449,0.197014,0.154449,0.191162
3276,38.196530,362.630952,62.839875,0.399902,0.799805,1.493723,1.480042,1.470913,1.396052,1.393408,1.400846,7.530514,180.050977,0.291054,0.291107,0.163246,0.340797
4915,48.383655,418.148728,203.148125,0.599976,0.599976,1.470935,1.491535,1.915369,1.473604,1.472933,1.474633,5.433779,64.123364,0.306000,0.391289,0.306938,0.306969
6553,40.812529,327.919172,66.123458,0.399963,0.799927,1.510239,1.492554,1.533471,1.463504,1.457592,1.528492,9.696273,209.899537,0.577866,0.577881,0.324722,0.677696
9830,105.392387,254.291014,189.244083,0.599976,0.599976,1.516563,1.706423,3.874700,1.512675,1.518446,4.190400,7.766267,196.991929,0.609802,0.785995,0.609802,0.788704
13107,59.691399,331.385176,104.417625,0.399994,0.799988,1.521740,1.507158,5.895112,1.534546,1.477371,5.166094,12.428153,197.892576,1.021568,1.021614,0.645760,1.314445
19660,630.767141,478.324576,0.000000,0.599976,0.599976,1.523348,1.505348,7.430577,1.509554,1.531863,7.018250,8.887486,557.444591,1.090912,1.405716,1.090912,1.373169
26214,60.578317,475.966500,0.000000,0.399994,0.799988,1.583998,1.607350,7.700044,1.551771,1.530990,7.821454,13.423756,215.609445,2.040405,2.040497,1.166718,2.472778
39321,646.583217,925.006324,0.000000,0.599991,0.599991,1.602165,1.608948,8.778163,1.593946,1.618800,8.489696,8.995133,712.060146,2.182793,2.843811,2.178970,2.815369
52428,62.345550,924.966147,0.000000,0.399994,0.799988,1.764275,1.786385,9.077773,1.627823,1.624352,8.820344,13.847612,263.197999,4.078560,4.078629,2.332329,4.944695
78643,140.849758,809.371413,0.000000,0.599998,0.599998,1.737094,1.774640,9.219779,1.723942,1.715144,9.330500,9.368625,127.873924,4.353394,4.353577,4.353394,4.353577
104857,74.355630,1023.481185,0.000000,0.399998,0.799995,1.903852,1.906556,9.842929,1.783640,1.741773,9.276381,14.089318,282.000461,8.145813,8.145889,4.663216,9.888084
157286,207.295328,1134.421972,0.000000,0.599998,0.599998,2.068356,2.076269,10.526833,2.180629,2.268506,10.246740,9.441489,174.817513,8.701462,8.701569,8.701462,8.701569
209715,174.435278,938.059986,0.000000,0.400000,0.799999,3.776683,3.512275,11.297473,1.950750,2.216844,10.181519,14.231527,317.443780,16.289780,16.289795,9.325432,19.775185
314572,438.478490,1338.514977,0.000000,0.599998,0.599998,4.099479,3.765748,11.542310,3.796831,3.905594,12.057465,9.375497,248.904993,17.410652,22.658394,17.410110,17.410141
419430,196.092216,1194.601800,0.000000,0.400000,0.799999,5.807179,5.654200,13.330171,4.214144,4.194738,11.942362,14.359936,420.992743,32.580086,32.580116,18.646049,39.545799
629145,611.138860,1423.891044,0.000000,0.599999,0.599999,6.107900,5.608960,13.275956,5.985385,6.076892,13.745098,9.430552,159.916897,34.826927,34.827019,34.826561,34.826591
838860,315.082787,1425.506806,0.000000,0.400000,0.799999,8.063971,8.427596,15.680156,5.843050,5.574227,13.389450,14.231939,498.096672,65.151352,65.151413,37.301941,79.101685
1258291,831.513256,1726.317995,0.000000,0.600000,0.600000,8.498563,8.240217,15.001648,7.675388,7.500458,15.149367,9.461301,627.298190,69.654869,69.654991,69.654869,69.654991
1677721,380.874512,1484.107459,0.000000,0.400000,0.800000,11.684821,11.412212,18.265314,9.319371,7.740392,14.453454,14.090450,622.389870,130.297279,130.297340,74.550301,158.150047
2516582,991.365397,1733.054720,0.000000,0.600000,0.600000,11.523587,11.379494,17.711096,11.611610,11.699798,17.450208,9.285759,538.393361,139.277245,139.277382,139.276878,139.276909
3355443,421.049167,1528.591909,0.000000,0.400000,0.800000,12.903827,12.714304,18.624048,10.530037,10.466577,17.284517,14.082848,799.022323,260.591591,260.591621,149.037590,316.237465
5033164,1911.271878,2764.547725,0.000000,0.600000,0.600000,12.463981,12.613106,18.430700,12.558654,12.277621,18.428165,9.286554,1646.238518,278.525276,360.308884,278.525276,357.201279
6710886,431.564482,2118.254036,0.000000,0.400000,0.800000,13.822408,13.662762,19.780450,12.291994,12.542473,18.611690,13.934766,819.214813,521.353127,521.353157,298.152435,632.552185
10000000,1763.383775,2298.061919,0.000000,0.596046,0.596046,13.669081,13.775010,19.697865,13.711567,13.657546,19.943069,9.438038,684.069471,556.418922,724.858315,556.565590,556.565681
