element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,32.984375,330.947917,61.173584,0.500000,0.500000,2.140588,2.026785,2.085031,2.145892,1.961873,2.104692,3.796321,323.781250,0.003319,0.003441,0.003380,0.003532
96,39.496528,329.500000,56.007583,0.375000,0.750000,2.137081,2.201165,2.126079,2.170844,2.033992,2.086852,4.484642,268.958333,0.009590,0.009628,0.005508,0.011116
153,51.561002,308.960784,207.849583,0.597656,0.597656,2.081942,2.077689,2.036696,2.107317,2.063129,2.046485,3.390897,95.313725,0.010262,0.010307,0.010201,0.010246
409,37.727384,263.820701,54.976333,0.399414,0.798828,2.088952,1.953494,2.068296,2.073127,2.062638,2.042502,4.316053,222.356968,0.037338,0.037415,0.021111,0.043579
614,44.234256,219.134365,212.198125,0.599609,0.599609,2.075010,2.042769,2.031790,2.110862,2.059717,2.019171,3.450100,143.617264,0.039360,0.050262,0.039360,0.049843
819,38.843101,269.357957,54.180375,0.399902,0.799805,2.102510,2.067219,2.069225,2.079833,2.134581,2.057092,4.300270,199.531950,0.074036,0.074051,0.041801,0.086395
1228,42.808903,235.505972,202.079917,0.599609,0.599609,2.089148,2.046719,2.064017,2.089183,2.061356,2.019242,3.430929,83.536916,0.078514,0.078598,0.078331,0.078354
1638,42.048128,302.714998,57.653292,0.399902,0.799805,2.090935,1.992185,2.046683,2.092112,2.070777,2.035975,4.361335,227.937118,0.148277,0.148293,0.082695,0.173271
2457,196.558608,259.728395,194.792417,0.599854,0.599854,2.106781,2.034646,2.167554,2.199398,2.090767,2.110225,3.504108,259.875322,0.155899,0.194374,0.155899,0.196365
3276,40.498677,342.480260,61.158583,0.399902,0.799805,2.139365,2.011348,2.127900,2.107794,2.072440,2.082502,5.803101,204.852666,0.296410,0.296432,0.164909,0.346397
