element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,5.859375,26.906250,6.765625,0.500000,0.500000,1.461008,1.557129,1.448683,1.427035,1.534023,1.450400,2.430850,9.552083,0.001602,0.001602,0.001602,0.001602
96,3.980903,26.836806,6.249541,0.375000,0.750000,1.328906,1.376863,1.390917,1.612821,1.871152,1.796221,2.620665,16.347222,0.006042,0.006042,0.003090,0.009132
153,3.994553,24.783224,8.069667,0.298828,0.597656,1.331112,1.340413,1.327433,1.450621,1.543848,1.536008,2.813374,15.614379,0.011925,0.011925,0.006042,0.017967
409,4.737164,17.674817,11.085750,0.399414,0.399414,1.429540,1.419904,1.429296,1.437181,1.417315,1.462575,2.534031,36.538712,0.023666,0.023666,0.023666,0.059258
614,4.331162,24.362106,8.095250,0.299805,0.599609,1.353223,1.351377,1.387498,1.525173,1.588785,1.641067,2.819897,16.580347,0.047127,0.047127,0.023666,0.070793
819,4.519333,17.730159,11.276750,0.399902,0.799805,1.391023,1.414896,1.390329,1.831377,2.041865,1.948363,2.509581,18.654050,0.047127,0.047127,0.023666,0.070793
1228,4.444761,28.116857,8.291250,0.299805,0.599609,1.349569,1.339648,1.362463,1.576623,1.629731,1.629152,2.803103,21.726656,0.094025,0.094025,0.047127,0.141151
1638,6.202584,21.939967,11.432333,0.399902,0.399902,1.411560,1.408056,1.423198,1.421554,1.408100,1.406527,2.548004,33.687831,0.094025,0.094025,0.094025,0.235176
2457,4.801994,30.573192,9.042500,0.299927,0.599854,1.670710,1.603973,1.627614,1.707446,1.737475,2.801746,2.819713,41.169448,0.187798,0.187798,0.094025,0.281822
3276,5.388431,25.844577,12.488000,0.399902,0.399902,1.536425,1.566713,1.542692,1.539531,1.553685,1.628058,2.582898,25.136447,0.187798,0.187798,0.187798,0.469620
4915,5.308308,35.548762,9.557334,0.299988,0.599976,1.552558,1.538013,1.930015,3.302519,1.794806,6.456158,4.591302,21.312309,0.375320,0.375320,0.187798,0.563118
6553,6.887202,33.894578,13.106125,0.399963,0.399963,1.596929,1.595606,6.518946,1.606592,1.595371,6.524065,4.027271,31.378758,0.375320,0.375320,0.375320,0.938438
9830,5.738505,37.682282,9.858375,0.299988,0.599976,1.573310,2.100875,6.205461,7.681777,6.001637,13.313896,7.084088,23.897898,0.750343,0.750343,0.375320,1.125664
13107,6.975166,29.972864,13.403000,0.399994,0.399994,3.233379,6.426948,10.466733,4.031102,5.985412,9.149094,6.540406,34.325399,0.750343,0.750343,0.750343,1.876007
19660,5.937394,41.557519,9.961083,0.299988,0.599976,3.045396,3.797258,9.479154,9.443086,9.310085,13.112315,8.096098,25.982689,1.500366,1.500366,0.750343,2.250710
26214,7.417582,33.247978,13.715792,0.399994,0.399994,5.040529,7.950042,11.049913,4.957669,6.654631,11.524015,7.707627,31.151179,1.500366,1.500366,1.500366,3.751076
39321,6.380708,44.788404,10.559833,0.299995,0.599991,4.276631,5.393887,10.798602,10.192848,11.046962,14.375710,8.542313,27.781313,3.000389,3.000389,1.500366,4.500755
52428,7.650041,33.294734,13.880916,0.399994,0.399994,5.774421,7.782925,12.066008,5.799650,8.096256,12.212862,7.986368,32.487418,3.000389,3.000389,3.000389,7.501144
78643,6.636355,45.950706,11.458333,0.299999,0.599998,4.564148,6.274250,11.522985,10.624310,12.120458,15.176594,8.691669,28.281987,6.000412,6.000412,3.000389,9.000801
104857,7.919252,37.953543,14.771584,0.399998,0.399998,6.083192,8.704548,13.281071,6.351023,9.029942,13.312992,7.995300,40.913924,6.000412,6.000412,6.000412,15.001213
157286,8.536553,46.018609,14.790916,0.299999,0.599998,5.683504,8.133700,13.843158,11.436469,12.918173,17.259017,8.745216,26.670187,12.000435,12.000435,6.000412,18.000847
209715,9.788882,37.019420,18.818875,0.400000,0.400000,7.473998,10.905442,16.500960,7.501490,10.788162,16.032694,8.254624,29.625191,12.000435,12.000435,12.000435,30.001282
314572,12.289184,46.123648,18.503209,0.299999,0.599998,6.841131,9.373248,15.042925,13.664529,16.162079,21.392760,8.778779,31.317156,24.000458,24.000458,12.000435,36.000893
419430,12.371916,38.777759,22.299041,0.400000,0.400000,8.471283,12.164175,16.881348,8.660715,12.150742,17.826806,8.291540,32.870436,24.000458,24.000458,24.000458,60.001350
629145,15.572059,51.047101,24.838372,0.300000,0.599999,8.182977,10.908160,16.875892,14.357506,17.429692,27.887075,8.767560,33.338896,48.000481,48.000481,24.000458,72.000938
838860,15.707677,40.596928,29.127005,0.400000,0.400000,9.535921,13.705646,19.193381,9.728548,13.636371,18.820646,8.108479,40.496808,48.000481,48.000481,48.000481,120.001419
1258291,18.015656,51.049631,29.106774,0.300000,0.600000,10.169058,12.977338,17.599512,16.679283,19.854408,34.618056,9.066139,41.456549,96.000504,96.000504,48.000481,144.000984
1677721,19.989331,47.179949,34.846813,0.400000,0.400000,11.453675,15.399413,20.433198,11.762183,15.541104,19.814848,8.318676,48.058936,96.000504,96.000504,96.000504,240.001488
2516582,19.600386,59.602717,32.504877,0.300000,0.600000,10.903981,14.244410,17.854790,18.232177,21.344704,44.517510,8.766102,42.884826,192.000526,192.000526,96.000504,288.001030
3355443,21.278909,49.140009,39.649416,0.400000,0.400000,12.613808,16.180663,20.678235,12.331494,16.431631,20.595617,8.097267,48.339755,192.000526,192.000526,192.000526,480.001556
5033164,21.758745,60.085113,33.749074,0.300000,0.600000,11.180838,14.144260,19.698204,18.507992,22.567506,54.627652,8.763681,44.768540,384.000549,384.000549,192.000526,576.001076
6710886,22.221482,52.045230,40.815667,0.400000,0.400000,12.798377,17.133550,21.680527,12.784479,16.541158,21.324327,8.145820,50.372946,384.000549,384.000549,384.000549,960.001625
10000000,20.668738,62.417294,36.532348,0.298023,0.596046,11.454771,14.497104,18.389542,18.864842,23.329725,60.732737,8.964681,44.117279,768.000572,768.000572,384.000549,1152.001122
