element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,49.703125,279.958333,63.671333,0.500000,0.500000,2.630319,2.522379,2.583085,2.633229,2.514573,2.606710,3.540467,101.125000,0.003220,0.003242,0.003189,0.003212
96,37.182292,290.651042,57.360667,0.375000,0.750000,2.566938,2.437179,2.502608,2.550113,2.439614,2.510058,4.336572,184.611111,0.009483,0.009499,0.005409,0.010872
153,42.753813,217.592593,208.167917,0.597656,0.597656,2.553281,2.635685,2.506977,2.560396,2.631717,2.505131,3.376038,65.176471,0.010155,0.010201,0.010063,0.010078
409,35.350448,268.676854,57.329625,0.399414,0.798828,2.554073,2.441471,2.512498,2.556452,2.581654,2.507323,4.257479,145.511002,0.037300,0.037323,0.020943,0.043381
614,43.227470,350.829805,215.570000,0.599609,0.599609,2.629077,2.612521,2.582487,2.628227,2.632056,2.615263,3.433965,111.654723,0.039322,0.039398,0.039261,0.039276
819,36.808099,278.167684,58.680458,0.399902,0.799805,2.550073,2.452029,2.505448,2.549198,2.620269,2.570244,4.254809,174.400081,0.074120,0.074203,0.041626,0.086617
1228,43.413952,238.384365,210.793750,0.599609,0.599609,2.552110,2.547198,2.507104,2.550815,2.503094,2.506798,3.404747,55.577904,0.078369,0.078438,0.078278,0.078293
1638,57.416768,288.236874,59.375000,0.399902,0.799805,2.554496,2.445242,2.512767,2.554579,2.545904,2.556800,4.632821,185.702686,0.147629,0.147652,0.082680,0.172653
2457,51.785172,251.382106,210.177958,0.599854,0.599854,2.565190,2.510806,2.560144,2.578527,2.507371,2.536442,3.441112,58.489350,0.156151,0.156204,0.155922,0.155937
3276,41.980413,331.415039,63.041208,0.399902,0.799805,2.612604,2.502429,2.565029,2.578550,2.545081,2.531281,5.406441,179.686406,0.295013,0.295029,0.165154,0.344894
4915,49.465921,258.183554,203.739000,0.599976,0.599976,2.590169,2.525610,2.574085,2.611060,2.543196,2.568206,4.407443,60.540251,0.311478,0.311523,0.311447,0.311462
6553,44.712345,295.444631,66.996458,0.399963,0.799927,2.655054,2.551615,2.594515,2.635298,2.615242,2.549765,9.819046,195.211710,0.590034,0.590088,0.329468,0.689888
9830,50.069227,294.140658,197.677166,0.599976,0.599976,2.606619,2.552885,3.241610,2.608731,2.553387,2.545571,6.990674,62.863106,0.623230,0.623260,0.623016,0.623047
13107,50.343646,326.650632,96.550000,0.399994,0.799988,2.692112,2.552779,5.374729,2.685494,2.593046,5.969210,11.474094,198.981918,1.050117,1.050171,0.659172,1.343452
19660,691.487572,788.718277,0.000000,0.599976,0.599976,2.666000,2.533623,8.844015,2.653110,2.528104,8.897844,7.887335,593.885639,1.120995,1.450127,1.121078,1.450356
26214,47.714377,655.534212,0.000000,0.399994,0.799988,2.825108,2.548387,8.745248,2.653302,2.542415,10.511954,11.785322,230.302090,2.098808,2.098961,1.196533,2.533813
39321,512.259840,1041.444669,0.000000,0.599991,0.599991,2.837925,2.565115,10.032887,2.837610,2.561594,9.875350,8.067167,883.256114,2.238396,2.901016,2.241226,2.889969
52428,69.753198,958.242860,0.000000,0.399994,0.799988,3.029935,2.818385,10.908152,2.824579,2.607237,10.213377,12.184761,251.632925,4.196152,4.196198,2.391731,5.066597
78643,623.316409,1362.887333,0.000000,0.599998,0.599998,3.024071,2.843017,11.089350,3.042125,2.814635,11.557083,8.261789,578.704644,4.476547,5.757874,4.477661,5.622017
104857,71.068748,907.516109,0.000000,0.399998,0.799995,3.187156,3.049592,11.754446,3.035990,2.837165,11.849096,12.365671,300.167530,8.394142,8.394150,4.784569,10.134438
157286,822.282426,1322.863993,0.000000,0.599998,0.599998,3.191711,3.004037,11.894815,3.197781,3.010794,11.790800,8.369766,729.068120,8.957787,11.518585,8.953369,11.592422
209715,98.579288,1017.241256,0.000000,0.400000,0.799999,4.940644,3.094598,12.064275,3.240158,3.057300,12.107762,12.263713,312.597056,16.790802,16.790894,9.565979,20.265732
314572,718.254089,1352.793857,0.000000,0.599998,0.599998,5.171273,3.163385,12.157413,5.378588,3.218275,12.364510,8.354237,611.202461,17.913193,22.996002,17.913193,23.197708
419430,147.631672,1167.634879,0.000000,0.400000,0.799999,7.031033,3.245939,12.810504,4.969802,3.192942,12.129596,12.366779,458.130611,33.578972,33.579048,19.140137,40.540009
629145,736.885177,1389.727019,0.000000,0.599999,0.599999,7.005215,3.416138,13.259208,6.897300,3.356296,13.257569,8.371987,800.355200,35.819878,46.362038,35.834969,35.835075
838860,196.345785,1341.766323,0.000000,0.400000,0.799999,9.600210,3.698760,15.013085,7.311077,3.478642,13.190040,12.327742,568.737847,67.154846,67.154938,38.273277,81.073021
1258291,994.338419,1742.265468,0.000000,0.600000,0.600000,9.497110,3.711250,14.737600,9.229725,3.724631,15.002808,8.418551,675.568136,71.649086,92.525978,71.649330,92.454735
1677721,343.441390,1597.637025,0.000000,0.400000,0.800000,14.339779,4.692958,18.298502,9.613138,3.870540,15.358423,12.392437,683.881529,134.301353,134.301445,76.566223,162.165970
