element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,5.854167,26.687500,14.276167,0.500000,0.500000,1.950785,1.680658,1.879740,1.954792,1.684790,1.881529,1.977396,6.072917,0.001045,0.001045,0.001045,0.001045
96,7.234375,20.255208,21.381584,0.750000,0.750000,2.154356,1.953600,2.044065,2.136175,1.936171,2.030286,1.305460,5.788194,0.002083,0.002083,0.002083,0.002083
153,7.306100,24.736383,17.894791,0.597656,0.597656,2.103508,1.835794,1.916569,2.086492,1.823990,1.906621,1.635016,7.538126,0.004158,0.004158,0.004158,0.004158
409,7.810513,19.339038,22.856834,0.798828,0.798828,2.094329,1.929192,2.011452,2.106906,1.927448,2.019723,1.285275,6.044825,0.008308,0.008308,0.008308,0.008308
614,6.345277,25.934311,17.548959,0.599609,0.599609,2.035635,1.756913,1.929002,2.032758,1.756142,1.889485,1.727881,5.383279,0.016609,0.016609,0.016609,0.016609
819,9.004681,44.524217,23.423125,0.799805,0.799805,2.177635,2.049479,2.106365,2.212373,1.979350,2.057150,1.309246,8.190476,0.016609,0.016609,0.016609,0.016609
1228,6.944354,30.073833,17.142667,0.599609,0.599609,2.073265,1.794025,1.920515,2.045056,1.797640,1.919215,1.671495,7.962269,0.033211,0.033211,0.033211,0.033211
1638,10.085877,34.052605,23.542750,0.799805,0.799805,2.200777,1.919771,2.049004,2.171406,1.928867,2.047900,1.299880,11.260277,0.033211,0.033211,0.033211,0.033211
2457,9.889499,42.517365,17.386500,0.599854,0.599854,2.074440,1.801931,1.920404,2.059752,1.824517,1.977412,1.644187,10.350156,0.066414,0.066414,0.066414,0.066414
3276,10.787698,33.874288,23.034125,0.799805,0.799805,2.174825,1.974106,2.063752,2.183556,1.967825,2.045425,1.359754,13.583740,0.066414,0.066414,0.066414,0.066414
4915,9.428281,49.180502,18.065875,0.599976,0.599976,2.127646,1.839988,2.050119,2.114883,1.881577,2.080950,1.988364,10.181417,0.132820,0.132820,0.132820,0.132820
6553,13.115265,40.192584,24.324625,0.799927,0.799927,2.231135,2.037577,8.770783,2.637456,2.136912,9.457729,1.652618,16.158859,0.132820,0.132820,0.132820,0.132820
9830,11.817565,45.668718,19.210250,0.599976,0.599976,3.853658,7.807235,11.774537,3.072631,4.586198,10.811260,3.389432,12.954934,0.265633,0.265633,0.265633,0.265633
13107,16.059586,48.624374,25.760000,0.799988,0.799988,3.278594,7.394760,12.630115,5.409669,10.612138,11.108398,2.057256,17.353984,0.265633,0.265633,0.265633,0.265633
19660,12.773415,44.180231,19.708750,0.599976,0.599976,5.082465,9.346850,12.642079,5.004787,9.350983,12.403200,4.527117,12.911851,0.531258,0.531258,0.531258,0.531258
