element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,8.031250,29.072917,13.080083,0.500000,0.500000,1.901335,1.279648,1.666679,1.904696,1.262514,1.675348,1.812537,6.937500,0.001045,0.001045,0.001045,0.001045
96,7.161458,21.484375,19.633208,0.750000,0.750000,1.583333,1.471623,1.588823,1.605438,1.475492,1.559096,1.366544,8.968750,0.002083,0.002083,0.002083,0.002083
153,6.127451,24.011983,15.884042,0.597656,0.597656,1.536519,1.337567,1.439235,1.536958,1.340440,1.439771,1.681195,5.084967,0.004158,0.004158,0.004158,0.004158
409,6.893236,18.558272,20.631875,0.798828,0.798828,1.554912,1.467006,1.533269,1.559238,1.472312,1.539006,1.231973,6.282804,0.008308,0.008308,0.008308,0.008308
614,5.790988,25.459283,15.887666,0.599609,0.599609,1.554660,1.376827,1.472092,1.556365,1.373975,1.480656,1.682113,5.564604,0.016609,0.016609,0.016609,0.016609
819,6.902320,23.682336,20.668333,0.799805,0.799805,1.599415,1.484788,1.570867,1.606985,1.498423,1.580389,1.211958,7.156288,0.016609,0.016609,0.016609,0.016609
1228,6.362106,27.393187,15.889667,0.599609,0.599609,1.566075,1.407777,1.503954,1.564892,1.404602,1.487873,1.786490,7.611835,0.033211,0.033211,0.033211,0.033211
1638,9.780627,25.420533,20.444833,0.799805,0.799805,1.648721,1.491260,1.595781,1.655781,1.519217,1.585012,1.329065,16.042532,0.033211,0.033211,0.033211,0.033211
2457,7.258038,35.465541,16.149541,0.599854,0.599854,1.589598,1.425233,1.492875,1.581544,1.429829,1.515660,1.721369,9.592728,0.066414,0.066414,0.066414,0.066414
3276,11.008140,33.698362,21.626250,0.799805,0.799805,1.677238,1.536679,1.617667,1.672969,1.521552,1.618252,1.439605,13.490435,0.066414,0.066414,0.066414,0.066414
4915,9.128789,47.281553,16.786917,0.599976,0.599976,1.648792,1.654285,2.933127,1.628912,1.434679,1.561111,2.251690,10.139098,0.132820,0.132820,0.132820,0.132820
6553,12.796277,38.722697,22.257209,0.799927,0.799927,1.714035,1.710219,5.904477,1.794337,3.248429,4.681096,1.471163,13.761687,0.132820,0.132820,0.132820,0.132820
9830,9.846558,40.079993,17.485209,0.599976,0.599976,2.290492,5.278025,5.672494,2.178540,5.407948,8.089294,4.139880,10.571346,0.265633,0.265633,0.265633,0.265633
13107,13.980011,36.899290,23.640333,0.799988,0.799988,3.625917,5.400677,7.217119,3.225702,5.493446,6.934225,2.136057,14.182447,0.265633,0.265633,0.265633,0.265633
19660,11.228018,41.442362,18.015042,0.599976,0.599976,3.871923,6.500777,8.299825,2.988763,6.714915,8.051546,5.121229,12.306426,0.531258,0.531258,0.531258,0.531258
26214,15.265653,37.885290,25.004292,0.799988,0.799988,5.047040,8.312506,10.222423,5.004588,8.275854,10.830810,2.565900,15.441812,0.531258,0.531258,0.531258,0.531258
39321,12.277507,43.246611,18.305750,0.599991,0.599991,4.723133,7.881421,10.277710,4.872940,7.967300,10.836442,5.519999,12.579156,1.062508,1.062508,1.062508,1.062508
52428,17.025200,40.234677,25.494667,0.799988,0.799988,6.104300,9.325987,12.616756,6.318640,9.671398,12.422012,2.807511,19.330733,1.062508,1.062508,1.062508,1.062508
78643,12.372983,43.851379,19.400500,0.599998,0.599998,5.252527,8.186394,11.379635,5.270956,8.253219,11.633958,5.774118,13.506182,2.125008,2.125008,2.125008,2.125008
104857,17.362535,43.632436,26.146875,0.799995,0.799995,6.794265,9.746544,12.738131,6.756563,9.798369,13.580081,3.073331,17.885339,2.125008,2.125008,2.125008,2.125008
157286,13.543002,49.259169,20.516042,0.599998,0.599998,6.024625,8.588377,12.370756,6.000837,8.662717,12.339725,5.863576,14.053575,4.250008,4.250008,4.250008,4.250008
209715,17.921347,44.821013,29.075708,0.799999,0.799999,7.481194,10.385065,13.905521,7.427415,10.271421,14.435658,3.014483,18.358514,4.250008,4.250008,4.250008,4.250008
314572,13.805309,47.371950,23.674625,0.599998,0.599998,6.573023,9.752021,13.766627,6.607631,10.035273,14.091719,5.963563,14.264047,8.500008,8.500008,8.500008,8.500008
419430,19.045093,44.057510,34.978500,0.799999,0.799999,8.131835,11.472302,15.652850,8.255592,11.753912,15.963165,3.037267,18.916811,8.500008,8.500008,8.500008,8.500008
629145,18.390766,50.578629,28.931625,0.599999,0.599999,8.621902,11.403604,16.895494,8.566706,11.462938,16.333781,5.999257,19.862649,17.000008,17.000008,17.000008,17.000008
838860,23.935361,49.214559,44.772469,0.799999,0.799999,10.646738,13.866010,18.951342,10.380781,13.726092,19.289125,3.024926,25.104838,17.000008,17.000008,17.000008,17.000008
1258291,20.830271,56.259243,36.331057,0.600000,0.600000,10.143352,11.525656,17.418421,9.757817,11.933144,17.117365,5.828841,22.823395,34.000008,34.000008,34.000008,34.000008
1677721,29.425470,56.843679,56.667758,0.800000,0.800000,11.942812,14.106590,20.674342,11.847371,14.078585,21.425598,3.056740,31.005635,34.000008,34.000008,34.000008,34.000008
2516582,26.490328,64.784514,46.315548,0.600000,0.600000,12.348187,13.692600,20.096750,12.315629,13.707500,20.401294,5.824977,28.642967,68.000008,68.000008,68.000008,68.000008
3355443,38.261466,64.376596,73.878397,0.800000,0.800000,14.644800,16.532625,24.860167,14.702198,16.497490,23.591923,3.039732,39.586878,68.000008,68.000008,68.000008,68.000008
5033164,28.520214,69.036698,51.199284,0.600000,0.600000,12.954604,14.694179,19.507917,12.865927,14.598731,19.866017,6.070043,30.435400,136.000008,136.000008,136.000008,136.000008
6710886,40.260276,70.973071,83.981847,0.800000,0.800000,14.841994,16.962990,23.306785,14.892587,16.867752,23.254498,3.047960,40.927561,136.000008,136.000008,136.000008,136.000008
10000000,30.220825,79.960656,53.388888,0.596046,0.596046,13.509081,14.913419,19.953140,13.777883,14.959110,20.242356,6.112254,32.387740,272.000008,272.000008,272.000008,272.000008
