element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,6.083333,30.812500,14.393292,0.507937,0.507937,2.294917,1.660579,1.882004,2.239596,1.641723,1.847917,3.552460,68.135417,0.001030,0.001030,0.001030,0.001030
96,5.423611,20.255208,22.656209,0.755906,0.755906,2.446610,1.821173,1.912952,2.426506,1.746725,1.915517,3.122207,15.048611,0.002068,0.002068,0.002068,0.002068
153,4.721133,27.642702,15.781875,0.600000,0.600000,2.623071,1.689323,1.910550,2.560646,1.676940,1.903287,3.411672,10.348584,0.004143,0.004143,0.004143,0.004143
409,6.248574,16.300733,12.704708,0.800391,0.800391,2.508333,2.717354,2.443750,2.488804,2.294594,2.295171,3.031439,15.688672,0.008293,0.008293,0.008293,0.008293
614,4.535559,18.175353,15.838125,0.600196,0.600196,2.586150,1.744238,1.903573,2.570635,1.934908,1.941979,3.484387,8.957655,0.016594,0.016594,0.016594,0.016594
819,5.731990,18.145503,12.923375,0.800587,0.800587,2.761946,2.300904,2.338367,2.730954,2.463579,2.293838,3.110532,7.326007,0.016594,0.016594,0.016594,0.016594
1228,4.580755,16.552660,15.844750,0.599902,0.599902,2.401535,1.886050,1.922621,2.408831,1.839575,1.940163,3.597357,6.435668,0.033195,0.033195,0.033195,0.033195
1638,5.583537,14.423179,12.652250,0.800195,0.800195,2.690021,2.839550,2.328960,2.782408,3.064344,2.392775,3.055459,7.936711,0.033195,0.033195,0.033195,0.033195
2457,5.047890,17.125153,15.735583,0.600000,0.600000,2.587500,1.989535,1.912817,2.638267,2.041392,2.198487,3.354879,6.495184,0.066399,0.066399,0.066399,0.066399
3276,5.042989,14.940273,12.658208,0.800000,0.800000,2.862533,4.685054,2.153254,2.789896,3.341748,2.817537,3.156238,7.135226,0.066399,0.066399,0.066399,0.066399
4915,4.429434,25.981994,15.702958,0.600049,0.600049,2.490785,2.443050,2.469327,2.494894,2.395392,2.679288,3.588105,5.702543,0.132805,0.132805,0.132805,0.132805
6553,5.278549,18.513556,12.445125,0.800024,0.800024,3.045208,7.364019,4.048000,2.987404,7.413681,5.083496,3.101953,6.419859,0.132805,0.132805,0.132805,0.132805
9830,4.729010,19.403493,15.758167,0.600012,0.600012,2.533254,2.859946,6.670571,2.567935,2.625058,5.307808,3.915855,6.000644,0.265617,0.265617,0.265617,0.265617
13107,5.422255,17.719552,12.403750,0.800037,0.800037,3.034071,8.826429,9.207233,3.175481,9.498469,10.248352,3.399265,7.091198,0.265617,0.265617,0.265617,0.265617
19660,4.674254,20.443744,15.809291,0.599994,0.599994,2.570021,3.196594,7.724965,2.562750,3.102631,7.556346,4.554493,5.027145,0.531242,0.531242,0.531242,0.531242
26214,5.841344,16.366630,13.530583,0.800012,0.800012,3.336844,10.006415,12.043733,3.304281,10.077546,12.041662,3.235882,6.928028,0.531242,0.531242,0.531242,0.531242
39321,5.292617,21.061159,15.885791,0.600000,0.600000,2.696131,3.498154,8.696712,2.736796,3.621965,9.061837,5.016841,6.070403,1.062492,1.062492,1.062492,1.062492
52428,6.516210,18.882909,14.316917,0.800000,0.800000,3.717387,11.145375,13.253296,3.653654,11.051000,13.305450,3.340046,7.209093,1.062492,1.062492,1.062492,1.062492
78643,6.192804,18.498947,16.365791,0.600003,0.600003,2.831775,3.733358,9.410754,2.777938,3.639073,9.287329,4.933617,6.979858,2.124992,2.124992,2.124992,2.124992
104857,7.382677,19.755874,12.552583,0.800002,0.800002,3.650581,10.310210,13.128202,3.666967,10.475088,13.074600,3.565618,7.964682,2.124992,2.124992,2.124992,2.124992
