element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,5.765625,18.640625,6.465477,0.500000,0.500000,2.035927,2.414352,2.024299,1.732385,2.414508,2.056411,2.273891,7.375000,0.001465,0.001465,0.001465,0.001465
96,3.932292,18.687500,9.749407,0.375000,0.750000,1.668574,1.847222,1.818474,1.855456,2.188418,2.158841,2.537650,20.045139,0.005859,0.005859,0.002930,0.008789
153,3.616558,22.546841,7.622224,0.298828,0.597656,1.530465,1.860592,1.645003,1.550990,1.965631,1.793791,2.825630,19.747277,0.011719,0.011719,0.005859,0.017578
409,4.026080,18.534230,10.627086,0.399414,0.798828,1.614918,1.900322,1.787880,2.560711,2.886946,2.719254,2.595739,25.697637,0.023438,0.023438,0.011719,0.035156
614,3.679153,26.583876,8.050966,0.299805,0.599609,1.725375,1.885204,1.720686,2.018663,2.203797,2.005921,3.230030,25.299131,0.046875,0.046875,0.023438,0.070312
819,3.964387,21.709402,11.051748,0.399902,0.799805,1.816347,2.051897,1.877993,4.290573,4.112580,3.294858,3.114108,28.587709,0.046875,0.046875,0.023438,0.070312
1228,3.968512,33.500136,8.284654,0.299805,0.599609,1.846729,2.477323,2.084363,2.290049,3.237583,2.527635,4.974820,25.403909,0.093750,0.093750,0.046875,0.140625
1638,4.801689,28.086691,11.456275,0.399902,0.799805,2.087126,2.728825,3.407794,7.110951,7.475528,7.460682,4.933115,27.529711,0.093750,0.093750,0.046875,0.140625
2457,4.332587,36.185864,8.815023,0.299927,0.599854,2.290972,3.455571,5.093819,7.834512,8.462443,9.430515,6.384486,27.237281,0.187500,0.187500,0.093750,0.281250
3276,5.046805,29.995879,12.005309,0.399902,0.799805,2.874181,5.030357,7.833079,12.110346,12.027297,12.002187,6.246054,30.337302,0.187500,0.187500,0.093750,0.281250
4915,4.980773,37.626077,10.223218,0.299988,0.599976,3.051579,5.269884,8.668105,9.010529,9.919593,11.707840,7.255257,26.750424,0.375000,0.375000,0.187500,0.562500
6553,5.928938,30.459052,13.633062,0.399963,0.799927,4.349521,6.852580,10.400860,13.755788,13.836903,13.975493,7.081987,29.231853,0.375000,0.375000,0.187500,0.562500
9830,7.852645,42.412140,11.143506,0.299988,0.599976,6.630735,6.664985,12.047352,13.780558,13.752539,15.231590,7.795959,31.164700,0.750000,0.750000,0.375000,1.125000
13107,10.229178,36.439651,14.798512,0.399994,0.799988,9.988356,9.763092,14.204988,18.247623,18.523961,18.402966,6.866291,36.739579,0.750000,0.750000,0.375000,1.125000
19660,8.987292,42.778077,11.789022,0.299988,0.599976,8.147084,7.711538,13.144147,13.584032,14.215303,15.915089,7.870661,31.172448,1.500000,1.500000,0.750000,2.250000
26214,11.917519,37.395234,15.225244,0.399994,0.799988,11.700723,10.427099,15.012728,18.871043,18.758094,19.353772,6.679323,35.660906,1.500000,1.500000,0.750000,2.250000
39321,7.725613,40.254957,12.383970,0.299995,0.599991,6.285283,7.298137,12.215057,14.839430,15.035049,16.619662,8.175846,30.685011,3.000000,3.000000,1.500000,4.500000
52428,9.525705,34.150018,15.874498,0.399994,0.799988,8.412700,9.496434,13.865741,19.535745,19.447335,20.167455,7.292576,34.577598,3.000000,3.000000,1.500000,4.500000
78643,7.056282,38.921769,14.352115,0.299999,0.599998,4.856175,6.974460,11.009345,9.773070,11.947619,14.603400,8.346258,30.765264,6.000000,6.000000,3.000000,9.000000
104857,7.765970,37.120497,18.282535,0.399998,0.799995,6.252907,8.874358,12.435433,14.980380,15.507380,16.578867,8.053571,33.811556,6.000000,6.000000,3.000000,9.000000
157286,11.618561,51.925043,26.100684,0.299999,0.599998,7.825598,9.351216,14.359731,10.800256,12.624290,15.255143,9.204678,40.573550,12.000000,12.000000,6.000000,18.000000
209715,12.718036,44.198485,33.096458,0.400000,0.799999,9.836110,13.201910,17.130273,16.888198,17.109081,18.082273,8.609955,40.906920,12.000000,12.000000,6.000000,18.000000
314572,18.755758,77.078145,48.480884,0.299999,0.599998,12.787372,16.337662,20.548795,15.137437,18.206783,21.215322,9.951686,47.394103,24.000000,24.000000,12.000000,36.000000
419430,19.947352,63.882705,54.301261,0.400000,0.799999,14.476978,18.978002,22.792577,23.232389,23.939879,25.760187,9.087360,47.855868,24.000000,24.000000,12.000000,36.000000
629145,21.929700,88.748309,69.893312,0.300000,0.599999,14.720987,18.343277,22.352888,20.845654,24.529499,27.928318,9.869874,69.963125,48.000000,48.000000,24.000000,72.000000
838860,23.410356,73.637343,69.668510,0.400000,0.799999,16.429207,20.904913,24.801752,32.707941,33.120210,36.036523,9.074464,65.335621,48.000000,48.000000,24.000000,72.000000
1258291,24.094423,90.277388,85.967450,0.300000,0.600000,15.753869,19.409995,23.277120,23.166288,26.898863,30.647665,10.242869,76.957965,96.000000,96.000000,48.000000,144.000000
1677721,25.649061,76.536763,81.163360,0.400000,0.800000,17.529455,22.118483,25.888912,37.180235,37.293434,41.449896,9.193495,71.273911,96.000000,96.000000,48.000000,144.000000
2516582,25.440504,92.346189,97.103930,0.300000,0.600000,16.479383,20.123809,23.867806,24.358342,28.414129,32.437198,10.214445,78.336617,192.000000,192.000000,96.000000,288.000000
3355443,26.974217,76.113040,88.843383,0.400000,0.800000,18.275650,22.876607,26.552814,39.377111,39.661335,44.723472,9.337241,72.339222,192.000000,192.000000,96.000000,288.000000
5033164,26.250424,94.405254,103.821250,0.300000,0.600000,16.920287,20.489339,24.183346,25.527856,29.487538,33.954484,10.149634,78.664684,384.000000,384.000000,192.000000,576.000000
6710886,27.803165,78.969369,93.698416,0.400000,0.800000,18.717816,23.146414,26.933398,44.474810,43.349434,49.514351,9.207021,73.382118,384.000000,384.000000,192.000000,576.000000
10000000,26.778120,96.868542,107.957616,0.298023,0.596046,17.201252,20.754130,24.396990,25.609096,29.827321,34.445284,10.307626,78.944967,768.000000,768.000000,384.000000,1152.000000
