element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,23.901042,40.161458,34.766394,0.507937,0.507937,11.773436,21.473065,17.348555,11.779687,21.518184,17.389040,1.184826,25.281250,0.001038,0.001038,0.001038,0.001038
96,27.272569,47.906250,48.829851,0.755906,0.755906,15.877241,33.055097,25.156742,16.449172,33.814572,25.193428,1.168981,29.225694,0.002075,0.002075,0.002075,0.002075
153,60.845316,80.446623,82.667174,0.600000,0.600000,45.537790,42.590715,43.832650,45.399337,42.762021,43.675146,1.239040,62.335512,0.004150,0.004150,0.004150,0.004150
409,105.362266,124.213121,97.700406,0.800391,0.800391,81.637716,50.381222,67.522986,80.778128,49.187024,67.788293,1.215556,93.113284,0.008301,0.008301,0.008301,0.008301
614,142.146580,172.540174,160.783625,0.600196,0.600196,115.949467,59.725606,89.438569,116.029237,59.957949,89.629950,1.301644,126.018458,0.016602,0.016602,0.016602,0.016602
819,198.153032,219.631665,101.103551,0.800587,0.800587,162.904546,112.272483,149.543032,163.291242,114.370574,149.368931,1.193679,167.023606,0.016602,0.016602,0.016602,0.016602
1228,233.334283,288.757736,180.689464,0.599902,0.599902,198.128967,106.874923,158.312414,197.849228,113.304801,158.265720,1.354619,204.538545,0.033203,0.033203,0.033203,0.033203
1638,340.467745,387.694241,203.401059,0.800195,0.800195,288.147563,184.793504,240.446196,291.555974,184.870289,240.389569,1.214849,292.622914,0.033203,0.033203,0.033203,0.033203
2457,285.893773,501.810609,330.335377,0.600000,0.600000,244.924966,137.226349,197.281320,247.798760,138.863729,197.270732,1.313484,246.051553,0.066406,0.066406,0.066406,0.066406
3276,402.361518,565.150183,204.713280,0.800000,0.800000,351.497732,215.192987,306.850846,358.453053,216.304307,306.512004,1.185951,348.814917,0.066406,0.066406,0.066406,0.066406
4915,579.953950,719.922957,323.610788,0.600049,0.600049,544.914117,155.456659,360.920016,545.017987,155.519894,360.929822,1.343231,496.283825,0.132812,0.132812,0.132812,0.132812
6553,849.658859,926.711608,419.885799,0.800024,0.800024,815.387237,348.902929,584.309223,814.513817,310.555361,585.569052,1.192117,733.046594,0.132812,0.132812,0.132812,0.132812
9830,1259.438132,1552.139369,830.729034,0.600012,0.600012,1250.020052,746.112315,988.245921,1235.126138,733.446948,983.256466,1.387842,1125.258494,0.265625,0.265625,0.265625,0.265625
13107,1890.015145,2026.381870,521.451810,0.800037,0.800037,0.000000,1270.738505,0.000000,0.000000,1256.817453,0.000000,1.194621,546.535363,0.265625,0.265625,0.265625,0.265625
19660,1545.497525,1738.071787,869.798399,0.000000,0.000000,0.000000,463.167213,0.000000,0.000000,470.238083,0.000000,1.375508,457.362191,0.000000,0.000000,0.000000,0.000000
26214,2338.477385,2418.154688,993.342431,0.000000,0.000000,0.000000,830.399369,0.000000,0.000000,819.903890,0.000000,1.205698,667.747272,0.000000,0.000000,0.000000,0.000000
39321,3377.622140,3734.372570,1877.106083,0.000000,0.000000,0.000000,990.299444,0.000000,0.000000,1033.824916,0.000000,1.408485,1017.934641,0.000000,0.000000,0.000000,0.000000
52428,5229.853755,5271.730599,1154.081176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.218693,0.000000,0.000000,0.000000,0.000000,0.000000
78643,14545.323118,15438.844854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.425759,0.000000,0.000000,0.000000,0.000000,0.000000
104857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
157286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
209715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
314572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
419430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
629145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
838860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1258291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1677721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2516582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3355443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5033164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6710886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
