element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,80.218750,411.020833,56.441752,0.500000,0.500000,2.639320,2.445232,2.603457,2.704288,2.501687,2.603567,2.862357,125.489583,0.005730,0.006500,0.005791,0.005943
96,39.631944,393.656250,49.854152,0.375000,0.750000,2.639350,2.445232,2.572345,2.660910,2.463013,2.572256,3.552243,221.690972,0.011833,0.011871,0.007797,0.013252
153,47.787582,407.616558,198.136932,0.597656,0.597656,2.639453,2.445608,2.698198,2.653168,2.457063,2.563821,2.666468,66.082789,0.012413,0.012482,0.012291,0.012306
409,39.747351,290.920130,51.342739,0.399414,0.798828,2.651783,2.452972,2.646930,2.644617,2.454256,2.593661,3.657067,188.657702,0.038834,0.038925,0.022972,0.044891
614,69.302389,243.866721,198.080175,0.599609,0.599609,2.671686,2.467805,2.655848,2.669989,2.464192,2.632698,2.850133,59.597720,0.040901,0.040985,0.040764,0.040787
819,48.821123,296.030118,51.842563,0.399902,0.799805,2.809707,2.558035,2.922793,2.675981,2.469759,2.647619,4.973572,192.812373,0.074524,0.074524,0.043388,0.087051
1228,41.561618,257.242400,197.329762,0.599609,0.599609,2.834237,2.594041,2.944869,2.822837,2.594473,2.950371,4.643539,93.609121,0.079018,0.079102,0.078896,0.078918
1638,43.759972,294.053419,56.176070,0.399902,0.799805,2.934553,2.751147,3.116725,2.840916,2.611590,3.145593,8.308091,190.118844,0.146843,0.146889,0.083214,0.171837
2457,199.519536,240.767603,188.230494,0.599854,0.599854,2.897194,2.692221,3.912358,2.954586,2.769839,4.023839,6.153330,208.045313,0.154526,0.194450,0.154526,0.194450
3276,48.915649,331.575956,61.811595,0.399902,0.799805,3.084820,2.893845,4.872185,2.902055,2.704554,4.568575,9.943140,184.066850,0.290977,0.290985,0.163246,0.340828
4915,135.148423,265.623940,192.641601,0.599976,0.599976,3.089020,2.873489,6.063457,3.020021,2.853840,6.070942,7.076006,130.956189,0.305939,0.393387,0.307045,0.307137
6553,60.348848,361.304263,67.329146,0.399963,0.799927,3.358056,3.252634,7.188451,3.041903,2.877745,6.535498,11.137859,188.125184,0.577881,0.577896,0.324768,0.677765
9830,175.423991,247.949067,190.503229,0.599976,0.599976,3.406397,3.267091,7.583822,3.388045,3.242363,7.616996,7.560972,150.924924,0.610641,0.610825,0.610443,0.610504
13107,78.819638,315.667900,100.436608,0.399994,0.799988,3.669562,3.554597,8.681027,3.388502,3.332250,8.116675,11.666967,211.895883,1.021553,1.021576,0.645897,1.314644
19660,594.948686,525.703942,0.000000,0.599976,0.599976,3.654977,3.536984,8.991260,3.622128,3.537326,9.018420,7.963486,596.046287,1.090958,1.389893,1.092972,1.415421
26214,70.996325,593.109992,0.000000,0.399994,0.799988,3.937795,3.830825,9.629805,3.640486,3.507307,9.266908,11.557223,239.428728,2.040390,2.040482,1.166733,2.472794
39321,600.960827,856.292113,0.000000,0.599991,0.599991,4.009644,3.870969,9.604856,3.881681,3.831975,9.625600,7.990861,603.169909,2.178970,2.826752,2.179665,2.803482
52428,84.632277,831.457345,0.000000,0.399994,0.799988,4.298785,4.216725,10.054814,3.947615,3.874496,9.638821,11.826437,250.674798,4.078423,4.078491,2.332253,4.944618
78643,233.399444,1162.313234,0.000000,0.599998,0.599998,4.311602,4.277270,10.040215,4.254921,4.206857,10.047843,8.081837,259.440005,4.353348,4.353409,4.353348,4.353409
104857,73.095041,852.060234,0.000000,0.399998,0.799995,4.808641,4.669905,10.343921,4.261177,4.200316,9.971249,11.550162,302.592887,8.145721,8.145798,4.663124,9.887993
157286,291.730118,1155.750645,0.000000,0.599998,0.599998,4.905074,4.820426,10.396730,4.801035,4.721441,10.391998,7.999857,318.506216,8.708572,11.212929,8.701447,8.701538
209715,183.265053,1067.706882,0.000000,0.400000,0.799999,8.143770,7.142477,12.386990,4.929549,4.823615,10.447065,11.781944,404.957479,16.290070,16.290085,9.325600,19.775475
314572,492.031424,1766.492992,0.000000,0.599998,0.599998,9.474576,8.750104,12.776936,8.493793,7.941400,12.817763,8.153973,517.087011,17.410652,22.658394,17.410446,17.410599
419430,312.829199,1625.014408,0.000000,0.400000,0.799999,16.313901,15.728802,20.466204,8.896306,8.737019,13.219044,12.462032,568.547642,32.580040,32.580177,18.646126,39.545906
629145,647.003230,1633.097341,0.000000,0.599999,0.599999,16.471877,15.869404,20.574791,16.413883,15.807129,20.646689,8.491152,692.371109,34.826942,34.827034,34.826942,34.827034
838860,450.012132,1832.341790,0.000000,0.400000,0.799999,18.807021,18.511689,23.572226,16.498992,15.926287,20.620140,12.617680,848.259249,65.151337,65.151398,37.302170,79.102036
1258291,1218.433879,1767.153303,0.000000,0.600000,0.600000,18.779553,18.547946,23.668462,18.750310,18.569591,23.637876,8.550137,1646.132257,69.654671,69.654732,69.659943,90.380432
1677721,529.901831,1867.013967,0.000000,0.400000,0.800000,20.205950,20.060865,25.341967,18.776712,18.534655,23.607227,12.509114,1135.132351,130.297249,130.297310,74.550499,158.150368
2516582,1463.943666,2318.475511,0.000000,0.600000,0.600000,20.136296,20.036771,25.253685,20.169503,20.028860,25.199921,8.507687,1470.064753,139.277260,139.277397,139.277397,139.277489
3355443,594.133318,2448.291289,0.000000,0.400000,0.800000,22.181094,22.526755,27.245593,20.155870,20.029450,25.216894,12.474601,1418.410543,260.591560,260.591606,149.037575,316.237450
5033164,3328.099238,4732.583151,0.000000,0.600000,0.600000,22.270888,22.382278,27.216119,22.136342,22.065799,27.115684,8.601794,3389.564057,278.525093,360.308701,278.525093,361.146111
6710886,665.352514,3937.948477,0.000000,0.400000,0.800000,28.205572,28.029046,32.650008,22.279682,22.299488,27.367492,12.501103,1625.370378,521.352928,521.353065,298.152725,632.552719
10000000,3116.881724,4202.095389,0.000000,0.596046,0.596046,28.686572,28.091463,33.104995,28.864606,28.525603,33.006949,8.697036,2627.717017,556.418724,721.712715,556.565407,556.565514
