element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,18.447917,29.000000,14.318916,0.507937,0.507937,3.549141,2.851890,3.250298,3.549580,2.795083,3.249383,1.814014,17.979167,0.001045,0.001045,0.001045,0.001045
96,25.336806,32.107639,21.849823,0.755906,0.755906,3.587311,3.059930,3.321044,3.554145,3.137997,3.320955,1.153516,26.986111,0.002571,0.002571,0.002571,0.002571
153,24.273420,39.600218,17.403093,0.600000,0.600000,3.622129,3.313533,3.514859,3.590866,3.307056,3.519928,1.657029,26.605664,0.004539,0.004539,0.004539,0.004539
409,22.042380,35.487368,16.363067,0.800391,0.800391,3.649582,3.160947,3.472270,3.647213,3.166701,3.432901,1.191901,23.037490,0.010643,0.010643,0.010643,0.010643
614,21.461726,33.513572,18.190853,0.600196,0.600196,3.719734,3.256595,3.449695,3.753884,3.284870,3.488508,1.534166,22.001629,0.018166,0.018166,0.018166,0.018166
819,22.497354,35.913105,17.202409,0.800587,0.800587,3.891013,3.697245,3.891923,3.913997,3.822979,3.896713,1.269194,23.661376,0.021294,0.021294,0.021294,0.021294
1228,21.000407,35.497693,18.607191,0.599902,0.599902,3.878193,3.434081,3.612607,3.852333,3.338610,3.590063,1.650611,21.886265,0.036324,0.036324,0.036324,0.036324
1638,21.764449,39.559931,17.793674,0.800195,0.800195,3.936756,5.406524,4.668526,4.045005,5.797954,4.671273,1.312937,22.477818,0.042580,0.042580,0.042580,0.042580
2457,20.726089,36.606363,19.622346,0.600000,0.600000,4.160730,3.592642,4.583671,4.221605,3.580189,4.632293,1.704070,21.003256,0.072655,0.072655,0.072655,0.072655
3276,21.330281,34.666361,19.527762,0.800000,0.800000,4.457028,6.166372,6.719850,4.495389,6.326630,6.855986,1.351069,21.564510,0.085152,0.085152,0.085152,0.085152
4915,20.941811,31.664937,21.580967,0.600049,0.600049,4.816260,3.790537,7.470532,4.905946,3.843437,7.547162,2.384091,20.993286,0.145317,0.145317,0.145317,0.145317
6553,21.193397,29.384582,22.938597,0.800024,0.800024,5.043692,6.339663,9.040051,5.090243,6.354053,9.031894,1.518416,21.183682,0.170311,0.170311,0.170311,0.170311
9830,21.718311,33.908359,24.910514,0.600012,0.600012,5.934786,4.192486,8.937306,5.957742,4.206887,8.935944,2.931100,21.235741,0.290627,0.290627,0.290627,0.290627
13107,22.811653,31.874851,26.233438,0.800037,0.800037,6.401406,9.465708,12.554029,6.371669,9.855179,12.532231,1.665467,21.966074,0.340630,0.340630,0.340630,0.340630
19660,23.097406,33.532765,27.930430,0.599994,0.599994,6.844555,4.632854,10.225806,6.848903,4.543837,10.223068,3.136660,22.083927,0.581245,0.581245,0.581245,0.581245
26214,23.622257,31.603386,27.274538,0.800012,0.800012,7.219711,9.049898,12.995872,7.177062,8.740386,12.921588,1.798422,22.265482,0.681252,0.681252,0.681252,0.681252
39321,24.391703,34.540941,30.345126,0.600000,0.600000,7.644988,4.933030,11.141325,7.558287,4.936900,11.104520,3.374856,22.911396,1.162498,1.162498,1.162498,1.162498
52428,24.962116,32.953829,30.248710,0.800000,0.800000,7.968032,9.550474,13.889675,8.097024,9.458752,13.881982,1.954764,23.963099,1.362495,1.362495,1.362495,1.362495
78643,46.352657,58.084099,35.416295,0.600003,0.600003,36.943780,8.322039,27.791007,36.849724,8.474659,27.618633,1.592175,44.551399,2.325005,2.325005,2.325005,2.325005
104857,51.824345,60.053857,38.137719,0.800002,0.800002,44.648692,19.032559,36.373514,44.736879,19.094408,36.296511,1.304355,49.708457,2.724998,2.724998,2.724998,2.724998
157286,45.648066,61.435233,48.222421,0.600001,0.600001,28.397159,6.615568,23.878147,28.165501,6.619525,23.837408,2.012720,43.825581,4.650002,4.650002,4.650002,4.650002
209715,51.394183,60.702072,71.532031,0.800002,0.800002,36.748717,16.419404,33.299149,36.942495,16.431437,33.249007,1.391797,48.732539,5.450005,5.450005,5.450005,5.450005
314572,60.957966,76.219816,85.934957,0.600000,0.600000,44.686077,7.641005,35.478968,44.554887,7.526792,35.466003,2.005473,57.882680,9.299995,9.299995,9.299995,9.299995
419430,74.373725,86.515814,134.318287,0.800001,0.800001,58.411489,19.437806,48.575195,58.476858,19.402262,48.777587,1.387812,72.318357,10.900002,10.900002,10.900002,10.900002
629145,91.071548,121.807606,126.612798,0.600000,0.600000,60.563236,9.980628,46.759329,60.514804,9.962794,46.746696,2.008011,89.924357,18.599998,18.599998,18.599998,18.599998
838860,108.938724,132.037509,172.896232,0.800000,0.800000,73.025203,24.011385,59.131815,72.787514,24.041142,59.118794,1.383266,107.563162,21.799995,21.799995,21.799995,21.799995
1258291,78.044945,159.526672,139.854319,0.600000,0.600000,50.381351,12.857267,42.648210,50.288482,12.878414,42.620761,2.823758,74.075503,37.200005,37.200005,37.200005,37.200005
1677721,95.268641,157.790955,198.739309,0.800000,0.800000,57.164387,23.487941,50.969185,57.183686,23.437090,51.004507,1.667895,89.948370,43.599998,43.599998,43.599998,43.599998
