element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,10.828125,36.234375,13.997392,0.500000,0.500000,3.000311,2.858845,3.012964,3.000689,2.989372,3.012729,1.952328,14.312500,0.001045,0.001045,0.001045,0.001045
96,10.911458,32.381944,20.004265,0.750000,0.750000,3.383756,3.132236,3.285817,3.411207,3.123316,3.285999,1.368704,11.881944,0.002083,0.002083,0.002083,0.002083
153,10.732026,35.528322,16.339918,0.597656,0.597656,3.215506,3.042260,3.220656,3.211881,3.021554,3.157750,1.623640,11.143791,0.004158,0.004158,0.004158,0.004158
409,12.471475,31.589242,21.516589,0.798828,0.798828,3.495884,3.259538,3.235458,3.554040,3.206230,3.316109,1.351179,15.203749,0.008308,0.008308,0.008308,0.008308
614,10.393594,42.007058,16.488611,0.599609,0.599609,3.274777,3.096352,3.169114,3.242242,3.115976,3.152690,1.676650,14.022258,0.016609,0.016609,0.016609,0.016609
819,12.991656,39.059015,21.868526,0.799805,0.799805,3.700480,3.535027,3.421471,3.669215,3.530961,3.446647,1.425681,18.637363,0.016609,0.016609,0.016609,0.016609
1228,10.234935,45.026466,16.932018,0.599609,0.599609,3.412562,4.107537,3.306044,3.428987,3.874870,3.283105,1.748615,14.283116,0.033211,0.033211,0.033211,0.033211
1638,13.954009,40.960317,22.442754,0.799805,0.799805,3.802878,5.198989,4.351073,3.805707,5.236734,4.246554,1.519608,18.355515,0.033211,0.033211,0.033211,0.033211
2457,12.227174,47.326550,17.417791,0.599854,0.599854,3.935703,5.710897,5.010192,3.958726,5.706335,4.976878,3.285409,15.580654,0.066414,0.066414,0.066414,0.066414
3276,16.413614,43.252188,23.056424,0.799805,0.799805,5.097837,7.387314,8.479738,5.252550,7.486706,8.470031,1.722229,18.963166,0.066414,0.066414,0.066414,0.066414
4915,13.397728,48.173143,18.487951,0.599976,0.599976,5.239306,7.415857,8.956222,5.219906,7.354582,8.957483,5.223017,15.496779,0.132820,0.132820,0.132820,0.132820
6553,17.558396,43.465665,24.692157,0.799927,0.799927,6.561367,8.884984,11.370058,6.704061,8.881186,11.374386,2.461339,19.194059,0.132820,0.132820,0.132820,0.132820
9830,14.646592,48.184774,20.648471,0.599976,0.599976,6.479560,8.709180,12.098694,6.536557,8.788220,12.078689,6.320897,16.485385,0.265633,0.265633,0.265633,0.265633
13107,18.572226,43.851161,27.899167,0.799988,0.799988,7.913088,10.262257,14.127056,7.898208,10.195054,14.126957,2.995860,19.924366,0.265633,0.265633,0.265633,0.265633
19660,16.366056,50.307579,22.287227,0.599976,0.599976,7.824991,9.898856,14.274755,7.815104,9.887008,14.266681,6.755810,17.856477,0.531258,0.531258,0.531258,0.531258
26214,20.393517,45.629581,30.094953,0.799988,0.799988,9.295258,11.498901,15.903083,9.270494,11.467260,15.825203,3.347856,21.736642,0.531258,0.531258,0.531258,0.531258
39321,17.116710,51.998012,23.240536,0.599991,0.599991,8.150736,10.331533,14.652817,8.157915,10.348503,14.649174,6.842468,18.514009,1.062508,1.062508,1.062508,1.062508
52428,21.438611,46.499943,31.866438,0.799988,0.799988,9.603908,11.817672,16.136601,9.582438,11.797414,16.136795,3.427280,22.587472,1.062508,1.062508,1.062508,1.062508
78643,17.708692,52.486617,24.078370,0.599998,0.599998,8.435626,10.469656,14.805041,8.458671,10.483284,14.812636,6.870088,18.934141,2.125008,2.125008,2.125008,2.125008
104857,22.054856,48.271598,32.965246,0.799995,0.799995,9.801049,11.945317,16.302729,9.924881,11.931015,16.338017,3.469519,23.088225,2.125008,2.125008,2.125008,2.125008
157286,18.376579,53.826853,26.639346,0.599998,0.599998,8.529403,10.590836,14.830556,8.490816,10.548888,14.850128,6.832585,19.391139,4.250008,4.250008,4.250008,4.250008
209715,22.734222,50.170344,37.682488,0.799999,0.799999,9.986138,12.086169,16.412144,9.952285,12.112588,16.394736,3.468256,24.063562,4.250008,4.250008,4.250008,4.250008
314572,22.182320,61.129805,45.479252,0.599998,0.599998,11.395230,12.553983,17.494455,11.654508,12.685662,17.521875,6.950383,22.891332,8.500008,8.500008,8.500008,8.500008
419430,26.640322,56.140928,61.697983,0.799999,0.799999,12.886239,14.376143,19.423690,13.367820,14.703560,19.421981,3.521655,27.349627,8.500008,8.500008,8.500008,8.500008
629145,36.625771,73.145232,75.903975,0.599999,0.599999,21.157117,21.113192,27.026283,21.101756,21.093136,27.019387,7.874849,37.540658,17.000008,17.000008,17.000008,17.000008
838860,42.426565,71.779071,98.261416,0.799999,0.799999,23.339196,23.529369,29.641813,23.334828,23.502025,29.633665,4.260593,43.989951,17.000008,17.000008,17.000008,17.000008
1258291,49.907134,88.352756,94.780949,0.600000,0.600000,25.570812,26.370880,32.108877,25.547390,26.330601,32.087769,8.420107,57.274614,34.000008,34.000008,34.000008,34.000008
1677721,58.547472,86.168448,123.843015,0.800000,0.800000,28.277855,28.765784,35.321871,28.266642,28.778405,35.305227,4.819380,64.109021,34.000008,34.000008,34.000008,34.000008
2516582,57.488448,104.046488,114.499344,0.600000,0.600000,27.554341,28.663634,34.385368,27.536209,28.670759,34.399719,8.620888,64.767582,68.000008,68.000008,68.000008,68.000008
3355443,68.428491,102.330254,142.442427,0.800000,0.800000,30.619430,31.303701,38.053072,30.584225,31.438224,38.032429,5.065456,72.940637,68.000008,68.000008,68.000008,68.000008
5033164,61.840516,116.078787,114.397342,0.600000,0.600000,28.764506,30.228270,35.826788,28.790246,30.240051,35.826353,8.754448,69.069514,136.000008,136.000008,136.000008,136.000008
6710886,72.504803,112.550755,151.193233,0.800000,0.800000,31.926670,32.881732,39.682596,31.912690,32.898281,39.644938,5.173144,78.107946,136.000008,136.000008,136.000008,136.000008
10000000,64.147663,126.125151,117.828660,0.596046,0.596046,29.468153,30.973135,36.522925,29.460794,31.002389,36.520547,8.866021,71.361501,272.000008,272.000008,272.000008,272.000008
