element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,9.718750,24.026042,8.229590,0.500000,0.500000,2.133287,1.988513,2.092220,2.134489,2.138143,2.091030,0.676988,7.812500,0.000000,0.000000,0.000000,0.000000
96,7.972222,17.244792,9.962768,0.750000,0.750000,2.068570,2.204889,2.124765,2.069388,2.205517,2.124942,0.653494,5.173611,0.000000,0.000000,0.000000,0.000000
153,7.441176,20.149237,8.980574,0.597656,0.597656,2.054097,2.136290,2.093244,2.047441,2.121944,2.093360,0.646578,5.344227,0.000000,0.000000,0.000000,0.000000
409,6.594540,17.791769,7.231916,0.399414,0.798828,2.058150,2.014021,2.052628,2.134549,2.324252,2.208406,0.700912,19.502037,0.000000,0.000000,0.000000,0.000000
614,7.600977,20.119164,9.214350,0.599609,0.599609,2.102813,2.195355,2.098487,2.105680,2.245733,2.097961,0.768830,5.967427,0.000000,0.000000,0.000000,0.000000
819,6.290395,18.460114,7.581412,0.399902,0.799805,2.440078,2.159784,2.100692,2.224545,2.408612,2.301496,0.786642,20.763940,0.000000,0.000000,0.000000,0.000000
1228,7.578176,21.380022,9.706073,0.599609,0.599609,2.372682,2.369998,2.360330,2.352957,2.359023,2.338156,0.789975,6.815689,0.000000,0.000000,0.000000,0.000000
1638,7.078653,20.336488,7.829529,0.399902,0.799805,2.562954,2.537064,2.502361,2.446724,2.657817,2.586561,0.823445,21.942002,0.000000,0.000000,0.000000,0.000000
2457,9.683896,25.261023,10.142026,0.599854,0.599854,2.935953,3.091000,3.826992,2.999451,3.215134,3.798486,0.781352,8.900828,0.000000,0.000000,0.000000,0.000000
3276,8.518264,22.752340,8.446969,0.399902,0.799805,3.118473,3.775657,5.591111,4.943811,4.467659,5.120949,0.857079,24.806980,0.000000,0.000000,0.000000,0.000000
4915,10.113462,26.148966,11.198698,0.599976,0.599976,4.092337,4.883738,7.132197,4.227761,4.944393,7.138521,0.780590,8.823872,0.000000,0.000000,0.000000,0.000000
6553,9.625159,22.826848,10.106383,0.399963,0.799927,3.914951,5.136250,7.620864,5.318826,5.573568,8.843756,0.853015,24.393815,0.000000,0.000000,0.000000,0.000000
9830,12.915666,29.660665,13.320473,0.599976,0.599976,7.022904,7.923325,11.629318,7.035535,7.853727,11.639586,0.785013,10.886368,0.000000,0.000000,0.000000,0.000000
13107,12.701648,26.799026,11.235168,0.399994,0.799988,6.567742,6.592448,11.475213,9.307390,9.778057,13.544267,0.858119,27.709850,0.000000,0.000000,0.000000,0.000000
19660,13.248593,29.273025,14.338792,0.599976,0.599976,7.555846,9.111375,12.974855,7.558115,9.090593,12.949441,0.783121,11.259105,0.000000,0.000000,0.000000,0.000000
26214,14.069607,26.620565,11.667111,0.399994,0.799988,7.587440,8.114036,12.712558,9.307221,10.056111,14.176671,0.862235,27.976158,0.000000,0.000000,0.000000,0.000000
39321,14.899960,30.000873,15.127285,0.599991,0.599991,8.420113,9.891624,13.702120,8.426715,9.951822,13.703464,0.786090,12.265888,0.000000,0.000000,0.000000,0.000000
52428,12.216513,27.856533,12.502712,0.399994,0.799988,6.291128,7.696458,11.804098,10.321630,10.956543,15.075552,0.865645,27.614303,0.000000,0.000000,0.000000,0.000000
78643,12.730527,27.466880,15.926631,0.599998,0.599998,6.359972,8.715742,12.085880,6.384127,8.756322,12.083988,0.785617,10.742490,0.000000,0.000000,0.000000,0.000000
104857,11.753188,24.962724,16.272317,0.399998,0.799995,5.483868,7.219493,10.875112,7.491911,8.612285,12.985837,0.869202,27.483315,0.000000,0.000000,0.000000,0.000000
157286,13.812024,32.470938,21.609255,0.599998,0.599998,6.847580,9.143569,12.614783,6.886770,9.124510,12.642878,0.785709,11.894799,0.000000,0.000000,0.000000,0.000000
209715,15.846930,29.165205,36.942878,0.400000,0.799999,10.714728,8.325920,13.874443,8.080364,9.282611,13.490988,0.879842,31.663901,0.000000,0.000000,0.000000,0.000000
314572,17.620625,39.780412,49.175224,0.599998,0.599998,12.835387,13.328483,17.799924,13.010024,13.396438,17.814757,0.793704,15.408096,0.000000,0.000000,0.000000,0.000000
419430,26.496817,37.071676,66.511954,0.400000,0.799999,16.698546,14.024243,20.388460,14.547020,15.039422,19.826561,0.879714,38.434255,0.000000,0.000000,0.000000,0.000000
