element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,4.687500,17.541667,6.871369,0.500000,0.500000,1.777264,1.795362,1.873397,1.777259,1.989704,1.873369,1.893006,7.479167,0.001465,0.001465,0.001465,0.001465
96,4.727431,18.755208,10.237255,0.375000,0.750000,1.806806,1.839074,1.947130,1.980414,2.223901,2.380934,2.276675,19.531250,0.005859,0.005859,0.002930,0.008789
153,4.598039,22.305011,8.101015,0.298828,0.597656,1.825038,1.792210,1.935164,2.149949,2.192830,2.175061,2.352592,23.113290,0.011719,0.011719,0.005859,0.017578
409,4.980033,19.615729,11.260497,0.399414,0.798828,1.884870,1.912535,1.989845,2.922294,3.203116,2.995391,2.070581,26.033415,0.023438,0.023438,0.011719,0.035156
614,4.295060,25.766558,8.472335,0.299805,0.599609,1.942235,1.860100,1.932737,2.109441,2.342062,2.283234,2.625444,23.871878,0.046875,0.046875,0.023438,0.070312
819,4.811355,21.126781,11.656363,0.399902,0.799805,2.008050,2.336682,2.086536,3.240045,3.946302,3.347207,2.497197,26.428571,0.046875,0.046875,0.023438,0.070312
1228,4.382465,30.339848,8.879063,0.299805,0.599609,2.056330,2.572856,2.184363,2.326586,3.389793,2.552855,5.655509,23.779859,0.093750,0.093750,0.046875,0.140625
1638,4.606838,23.809626,12.291926,0.399902,0.799805,2.188571,3.103609,2.443599,6.694351,7.319604,7.544811,5.585359,24.643264,0.093750,0.093750,0.046875,0.140625
2457,4.500407,32.487044,9.408372,0.299927,0.599854,2.364689,3.659958,4.272556,4.142641,6.461284,7.780236,7.913070,23.463302,0.187500,0.187500,0.093750,0.281250
3276,5.073718,26.118437,12.714061,0.399902,0.799805,2.667201,5.308706,7.096225,9.944200,10.201257,10.713329,7.229296,25.379731,0.187500,0.187500,0.093750,0.281250
4915,5.196846,33.901051,10.526339,0.299988,0.599976,3.032499,5.039989,8.171287,6.520927,8.734243,10.512041,8.877183,24.419532,0.375000,0.375000,0.187500,0.562500
6553,6.222366,27.315606,14.237762,0.399963,0.799927,4.208611,7.165271,10.057811,11.513967,12.202208,13.141477,8.016162,25.991505,0.375000,0.375000,0.187500,0.562500
9830,6.048135,35.503204,11.502277,0.299988,0.599976,4.296298,6.212302,10.312318,10.573077,11.899810,13.919447,9.474458,26.271719,0.750000,0.750000,0.375000,1.125000
13107,7.513733,29.193586,15.174098,0.399994,0.799988,5.945574,8.445374,12.130288,14.978620,15.869521,16.158158,8.267188,28.766232,0.750000,0.750000,0.375000,1.125000
19660,6.576704,36.040514,12.109468,0.299988,0.599976,5.054416,6.959943,11.175927,10.899969,12.829598,14.840206,9.579844,26.278281,1.500000,1.500000,0.750000,2.250000
26214,7.990921,29.901096,15.685987,0.399994,0.799988,6.518212,9.031293,12.567841,15.870268,17.002065,17.367406,8.317241,28.929681,1.500000,1.500000,0.750000,2.250000
39321,7.208921,34.424065,12.747346,0.299995,0.599991,5.211440,7.037207,11.207974,10.751610,12.947265,15.023535,8.847636,26.819198,3.000000,3.000000,1.500000,4.500000
52428,8.485561,28.786936,16.347357,0.399994,0.799988,6.598446,9.262616,12.670167,15.874150,17.129242,17.569981,7.595943,28.917659,3.000000,3.000000,1.500000,4.500000
78643,29.309701,59.291583,19.198701,0.299999,0.599998,26.229033,12.725940,24.162720,30.527895,26.683010,28.803101,3.334792,54.606500,6.000000,6.000000,3.000000,9.000000
104857,36.426470,62.236630,26.501787,0.399998,0.799995,30.241867,18.011780,27.768566,52.107383,47.256382,49.499857,2.702433,82.423749,6.000000,6.000000,3.000000,9.000000
157286,27.387443,75.394761,33.538948,0.299999,0.599998,26.078485,16.520158,28.718428,32.368348,28.113125,30.514619,4.702800,61.722238,12.000000,12.000000,6.000000,18.000000
209715,33.070462,69.117539,48.177719,0.400000,0.799999,30.548398,22.906507,33.498381,58.008807,52.595130,54.983494,3.694120,90.697238,12.000000,12.000000,6.000000,18.000000
314572,35.706847,98.619449,61.227378,0.299999,0.599998,38.549898,25.851898,44.303333,35.600211,34.201427,37.869949,5.344838,63.737464,24.000000,24.000000,12.000000,36.000000
419430,45.121315,91.930997,80.543014,0.400000,0.799999,49.064615,35.480746,53.679304,54.177851,55.645513,56.673014,4.141821,81.687858,24.000000,24.000000,12.000000,36.000000
629145,48.292672,119.045449,80.210065,0.300000,0.599999,55.538996,30.675023,55.126729,60.532477,52.928662,62.250582,5.541557,95.676849,48.000000,48.000000,24.000000,72.000000
838860,60.574520,112.580912,98.753705,0.400000,0.799999,69.994996,43.098380,67.928596,91.476358,87.418752,91.969484,4.356830,110.499097,48.000000,48.000000,24.000000,72.000000
1258291,44.169942,127.567794,80.681592,0.300000,0.600000,45.431254,28.273239,46.283877,79.231139,64.219093,77.755483,6.533214,100.372666,96.000000,96.000000,48.000000,144.000000
1677721,53.458062,115.983092,92.480013,0.400000,0.800000,58.340142,38.540650,57.412937,111.696555,103.612862,109.997244,4.928828,110.272313,96.000000,96.000000,48.000000,144.000000
2516582,46.995877,126.675358,86.626569,0.300000,0.600000,48.339798,29.422449,48.780805,65.932185,54.877568,65.731924,6.492918,97.823814,192.000000,192.000000,96.000000,288.000000
3355443,56.742328,114.557618,97.848983,0.400000,0.800000,62.505510,40.008738,60.817138,98.761948,91.872661,97.777401,4.988905,103.299312,192.000000,192.000000,96.000000,288.000000
5033164,26.775838,92.857588,107.517362,0.300000,0.600000,17.570301,20.594564,24.617840,25.057483,29.326753,32.814694,11.273575,77.987823,384.000000,384.000000,192.000000,576.000000
6710886,28.427218,77.804649,98.406343,0.400000,0.800000,19.344009,23.332136,27.099620,39.363851,41.614036,47.113979,9.662017,72.288179,384.000000,384.000000,192.000000,576.000000
10000000,27.285080,95.457026,111.924445,0.298023,0.596046,17.818500,20.791659,24.818970,25.574697,29.798271,33.531542,11.484206,78.356098,768.000000,768.000000,384.000000,1152.000000
