element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,7.979167,26.046875,7.766526,0.500000,0.500000,1.993882,2.061698,2.020701,2.005338,2.061623,2.020624,1.004383,10.718750,0.001602,0.001602,0.001602,0.001602
96,7.050347,23.923611,9.191895,0.375000,0.750000,1.943618,2.033837,2.030796,2.255792,2.464236,2.364576,1.189140,23.093750,0.006042,0.006042,0.003090,0.009132
153,7.051198,27.745098,8.787272,0.298828,0.597656,1.927256,1.976329,1.953719,2.168817,2.230782,2.181306,1.323879,23.572985,0.011925,0.011925,0.006042,0.017967
409,6.642624,23.733089,11.836925,0.399414,0.798828,2.107739,2.041436,2.054468,2.550418,2.632296,2.602356,1.070519,26.709046,0.023666,0.023666,0.011925,0.035591
614,6.291531,31.202497,9.249276,0.299805,0.599609,2.254056,2.199740,2.112331,2.248594,2.235470,2.284626,1.532026,24.070575,0.047127,0.047127,0.023666,0.070793
819,7.118030,27.815018,12.314928,0.399902,0.799805,2.252634,2.429577,2.281715,3.021200,3.105968,3.022746,1.135817,27.766382,0.047127,0.047127,0.023666,0.070793
1228,7.121471,38.977606,9.667131,0.299805,0.599609,2.526538,2.487925,2.334845,3.066025,2.667662,2.692977,2.239723,26.425624,0.094025,0.094025,0.047127,0.141151
1638,7.876679,31.262414,12.795692,0.399902,0.799805,2.610269,2.684441,2.466468,7.995071,5.907588,7.037268,1.966514,28.801791,0.094025,0.094025,0.047127,0.141151
2457,7.645231,39.244472,10.109321,0.299927,0.599854,3.027326,3.093766,2.744947,5.764513,3.630476,6.557937,5.964167,26.546059,0.187798,0.187798,0.094025,0.281822
3276,8.635938,32.578907,13.746726,0.399902,0.799805,3.674277,4.163906,5.610893,10.249118,8.543883,10.246927,5.175233,28.493284,0.187798,0.187798,0.094025,0.281822
4915,8.584096,40.112038,11.786733,0.299988,0.599976,3.862946,4.802070,7.093810,7.899819,7.643402,9.566586,6.836641,27.135707,0.375320,0.375320,0.187798,0.563118
6553,9.799049,33.363498,15.279431,0.399963,0.399963,5.060920,6.211298,9.541774,5.040834,6.301963,9.516152,6.145468,31.399868,0.375320,0.375320,0.375320,0.938438
9830,9.512970,40.695727,12.812015,0.299988,0.599976,4.684416,6.109995,9.666038,9.684660,10.475063,12.635928,7.770983,27.877111,0.750343,0.750343,0.375320,1.125664
13107,10.878449,34.303947,16.410239,0.399994,0.399994,6.196681,8.128731,11.618849,6.205039,8.177526,11.600560,6.646019,35.459831,0.750343,0.750343,0.750343,1.876007
19660,9.991387,41.761267,13.494580,0.299988,0.599976,5.223053,6.939912,10.660749,10.602297,11.782201,14.071783,7.590365,28.988267,1.500366,1.500366,0.750343,2.250710
26214,11.327090,35.201921,16.940776,0.399994,0.399994,6.545819,8.829378,12.008512,6.552713,8.749339,12.005471,6.847023,36.061367,1.500366,1.500366,1.500366,3.751076
39321,10.702737,40.874435,14.046448,0.299995,0.599991,5.329866,7.157472,10.829477,10.613839,12.059564,14.239953,8.023195,28.817163,3.000389,3.000389,1.500366,4.500755
52428,11.896747,34.697318,17.639254,0.399994,0.399994,6.624859,8.920206,12.009500,6.626945,8.947900,12.004810,6.878452,41.251272,3.000389,3.000389,3.000389,7.501144
78643,11.422248,45.774970,16.624059,0.299999,0.599998,5.433651,7.331943,10.951661,10.559003,12.082716,14.206971,7.767433,36.871266,6.000412,6.000412,3.000389,9.000801
104857,12.296540,43.625360,20.222560,0.399998,0.399998,6.815694,9.060538,12.180486,6.763651,8.999034,12.174643,6.900530,46.632153,6.000412,6.000412,6.000412,15.001213
157286,17.393400,62.656248,29.346396,0.299999,0.599998,8.461432,9.845280,14.184412,10.812582,12.500881,14.598967,9.077166,47.887875,12.000435,12.000435,6.000412,18.000847
209715,19.134295,54.752386,36.877262,0.400000,0.400000,11.319837,14.040306,17.306960,11.251528,13.862385,17.274441,7.551327,70.478200,12.000435,12.000435,12.000435,30.001282
314572,30.002286,87.046531,51.388945,0.299999,0.599998,14.694010,17.615763,21.180487,16.090338,18.395148,20.771123,9.796285,57.966841,24.000458,24.000458,12.000435,36.000893
419430,31.326969,74.746206,58.488194,0.400000,0.400000,16.364168,19.866154,23.129753,16.349301,19.935230,23.045063,8.151129,82.885713,24.000458,24.000458,24.000458,60.001350
629145,35.157565,101.050564,71.812215,0.300000,0.599999,16.721766,19.792032,23.091859,21.732527,24.436251,27.014594,9.799810,80.633242,48.000481,48.000481,24.000458,72.000938
838860,36.879937,85.926399,74.146462,0.400000,0.400000,18.435225,21.990560,25.020043,18.463425,22.005435,25.054124,8.277168,91.451080,48.000481,48.000481,48.000481,120.001419
1258291,38.317355,106.118097,89.657666,0.300000,0.600000,17.909842,20.981111,24.177971,23.891103,26.825703,29.449633,9.865234,87.944985,96.000504,96.000504,48.000481,144.000984
1677721,40.182311,91.958360,85.964819,0.400000,0.400000,19.687629,23.399753,26.289961,19.675177,23.348767,26.309867,8.252186,99.406518,96.000504,96.000504,96.000504,240.001488
2516582,40.107050,110.349055,100.370343,0.300000,0.600000,18.645335,21.724217,24.831001,25.400894,28.427062,31.085778,9.901237,89.702854,192.000526,192.000526,96.000504,288.001030
3355443,42.019901,93.762045,94.076925,0.400000,0.400000,20.377575,24.101458,26.925388,20.401028,24.024083,26.952575,8.207151,100.955746,192.000526,192.000526,192.000526,480.001556
5033164,41.307306,113.515440,107.964918,0.300000,0.600000,19.127943,22.212802,25.214605,25.949344,29.146688,31.829867,9.829977,90.123901,384.000549,384.000549,192.000526,576.001076
6710886,43.170442,97.586237,98.794863,0.400000,0.400000,20.865588,24.529511,27.316458,20.856449,24.481912,27.312340,8.267521,100.500775,384.000549,384.000549,384.000549,960.001625
10000000,42.498223,116.981912,112.864978,0.298023,0.596046,19.347955,22.329881,25.405408,26.175355,29.533159,32.295265,9.958964,91.060225,768.000572,768.000572,384.000549,1152.001122
