element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,46.098958,300.776042,53.773006,0.500000,0.500000,3.932388,3.000665,3.480584,3.941057,2.997168,3.480474,2.291350,103.739583,0.003235,0.003242,0.003204,0.003212
96,42.970486,429.512153,48.820577,0.375000,0.750000,3.935839,3.103571,3.503187,4.009010,3.131236,3.501005,2.694290,218.527778,0.009544,0.009598,0.005440,0.010910
153,78.431373,270.354031,195.372408,0.597656,0.597656,3.996148,3.026813,3.485505,3.994870,3.026321,3.485379,2.119247,72.071895,0.010155,0.010201,0.010078,0.010109
409,41.500000,317.062755,50.129517,0.399414,0.798828,3.980317,3.033390,3.488418,3.990884,3.068805,3.488080,2.857076,191.104319,0.037300,0.037369,0.020958,0.043396
614,45.391965,315.665581,195.937507,0.599609,0.599609,3.996599,3.080164,3.492611,3.986658,3.079126,3.489718,2.299559,62.408252,0.039337,0.039413,0.039276,0.039291
819,40.041718,314.445462,51.750791,0.399902,0.799805,4.081461,3.076299,3.559365,4.003634,3.088213,3.547965,3.130002,187.520961,0.074120,0.074211,0.041565,0.086525
1228,78.055917,253.148887,186.691361,0.599609,0.599609,4.085215,3.121926,3.709827,4.136612,3.112103,3.740791,3.329924,61.856949,0.078384,0.078415,0.078293,0.078308
1638,50.700448,296.589744,53.178469,0.399902,0.799805,4.117420,3.113393,3.676947,4.089398,3.106480,3.736036,6.928190,190.622304,0.147644,0.147659,0.082664,0.172638
2457,70.559965,242.009497,185.118308,0.599854,0.599854,4.145864,3.192182,4.445669,4.141686,3.196390,4.460996,5.288158,92.689052,0.155983,0.156029,0.156059,0.156105
3276,52.872354,299.971357,58.625606,0.399902,0.799805,4.436570,3.217201,5.452270,4.114721,3.176017,5.152633,8.621116,185.394587,0.294998,0.295044,0.165184,0.344925
4915,85.372431,342.079383,189.885484,0.599976,0.599976,4.309346,3.221848,6.590847,4.286102,3.228086,6.510143,6.319793,78.976060,0.311584,0.311661,0.311584,0.311661
6553,52.895290,299.461036,66.643292,0.399963,0.799927,4.843352,3.357865,7.878164,4.325849,3.228241,7.460377,9.791075,200.107533,0.590050,0.590065,0.329575,0.690041
9830,87.506104,251.921702,194.077591,0.599976,0.599976,4.821881,3.411097,8.819214,4.812572,3.380233,8.909982,6.923514,119.767548,0.623154,0.623245,0.623169,0.623199
13107,73.440820,336.753491,98.170367,0.399994,0.799988,5.140601,3.494257,9.396206,4.941147,3.436130,9.132289,10.201842,213.090333,1.050102,1.050148,0.659279,1.343651
19660,537.991777,650.091166,0.000000,0.599976,0.599976,5.133637,3.478242,9.851147,5.152618,3.493754,9.800438,7.175387,503.856680,1.119148,1.445061,1.120560,1.433205
26214,84.697140,772.536641,0.000000,0.399994,0.799988,5.714462,3.704172,10.594045,5.167109,3.496993,9.975796,10.493634,256.128417,2.098763,2.098892,1.196640,2.534012
