element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,9.484375,26.109375,6.925902,0.500000,0.500000,2.097317,1.750484,1.920287,2.097289,1.751989,1.920246,0.755859,10.937500,0.001602,0.001602,0.001602,0.001602
96,6.454861,23.640625,8.118961,0.375000,0.750000,1.349275,1.490123,1.436574,2.138248,1.962081,2.151879,1.047133,23.128472,0.006042,0.006042,0.003090,0.009132
153,6.905229,26.678649,8.010865,0.298828,0.597656,1.381740,1.458350,1.465179,1.495477,1.649640,1.615572,1.172071,21.749455,0.011925,0.011925,0.006042,0.017967
409,6.629584,21.922168,6.932506,0.399414,0.798828,1.439285,1.531634,1.447392,1.799903,1.860821,1.891850,0.980605,21.171149,0.023666,0.023666,0.011925,0.035591
614,6.318132,29.110478,8.444170,0.299805,0.599609,1.701370,1.880596,1.626084,1.613288,1.719246,1.772503,1.464875,22.130293,0.047127,0.047127,0.023666,0.070793
819,6.711030,23.866504,11.289616,0.399902,0.799805,1.697492,1.842821,1.737529,1.846158,2.146533,1.964506,1.218042,22.623525,0.047127,0.047127,0.023666,0.070793
1228,7.063111,34.842970,8.718598,0.299805,0.599609,1.798334,1.947792,1.847369,1.989336,2.377073,1.992680,2.522369,23.730185,0.094025,0.094025,0.047127,0.141151
1638,7.620370,28.187322,11.932435,0.399902,0.799805,1.900573,2.335308,2.158650,3.948604,4.329265,2.393849,2.089519,24.922670,0.094025,0.094025,0.047127,0.141151
2457,6.906186,35.786732,9.355776,0.299927,0.599854,2.123880,2.796369,2.669917,4.902391,6.551120,3.437426,5.360661,24.314069,0.187798,0.187798,0.094025,0.281822
3276,7.726089,29.851140,12.564827,0.399902,0.799805,2.538897,4.474981,3.884990,9.317558,9.764410,7.326362,4.765942,26.170737,0.187798,0.187798,0.094025,0.281822
4915,7.756324,37.254425,10.781736,0.299988,0.599976,2.783443,4.443924,5.633690,6.979177,8.252355,8.837375,6.631909,25.840895,0.375320,0.375320,0.187798,0.563118
6553,8.454474,30.543949,14.256369,0.399963,0.799927,3.482245,6.150682,7.644218,11.342639,11.777464,10.624722,5.889785,26.896180,0.375320,0.375320,0.187798,0.563118
9830,8.245015,37.627501,11.852125,0.299988,0.599976,3.364941,5.639501,7.630684,7.565917,9.376674,11.312596,7.404228,25.474839,0.750343,0.750343,0.375320,1.125664
13107,9.118855,31.080377,15.319333,0.399994,0.799988,4.173830,7.237666,9.401184,11.917624,12.172640,13.064574,6.541587,26.271153,0.750343,0.750343,0.375320,1.125664
19660,9.001034,39.076153,12.549025,0.299988,0.599976,4.121115,6.289539,9.023207,9.354395,10.634579,12.722713,7.489887,26.417396,1.500366,1.500366,0.750343,2.250710
26214,10.155432,32.829252,15.741945,0.399994,0.799988,5.225391,7.989630,10.606901,13.783497,13.768253,14.601327,6.652782,27.887986,1.500366,1.500366,0.750343,2.250710
39321,9.897362,39.211117,13.175724,0.299995,0.599991,4.444002,6.465223,9.419043,10.588597,11.485134,13.541335,7.506800,27.539474,3.000389,3.000389,1.500366,4.500755
52428,11.016896,33.168310,16.459786,0.399994,0.799988,5.707780,8.190115,10.852293,15.741439,15.203898,15.924207,6.665340,29.170284,3.000389,3.000389,1.500366,4.500755
78643,11.013447,44.033974,15.489912,0.299999,0.599998,4.773274,6.656599,9.831608,9.876000,11.290753,13.364211,7.527674,33.025118,6.000412,6.000412,3.000389,9.000801
104857,11.863293,42.290246,19.369692,0.399998,0.799995,6.062110,8.379678,11.319341,14.426677,14.309715,15.159509,6.591098,34.066875,6.000412,6.000412,3.000389,9.000801
157286,17.154095,60.758298,28.312549,0.299999,0.599998,7.867930,9.037441,13.510248,10.127903,11.583358,13.465849,8.332071,47.462605,12.000435,12.000435,6.000412,18.000847
209715,19.325642,54.011287,36.399873,0.400000,0.400000,10.245875,12.880913,16.383117,10.251389,13.012370,16.400162,7.207763,70.585507,12.000435,12.000435,12.000435,30.001282
314572,29.552959,84.412215,50.680247,0.299999,0.599998,12.463614,15.685121,18.896766,14.214015,16.757414,19.344229,9.172395,56.687750,24.000458,24.000458,12.000435,36.000893
419430,31.223211,72.455443,56.522379,0.400000,0.799999,14.038307,17.841788,20.908518,22.076554,21.823818,23.337400,7.873701,56.165470,24.000458,24.000458,12.000435,36.000893
629145,34.776989,99.155564,70.583016,0.300000,0.599999,14.302683,17.610180,20.660753,19.394033,22.280916,24.816413,9.288234,78.668995,48.000481,48.000481,24.000458,72.000938
838860,36.622268,84.724143,71.867385,0.400000,0.799999,16.206242,19.845755,22.947821,27.399698,27.821846,29.680173,7.998201,73.658401,48.000481,48.000481,24.000458,72.000938
1258291,38.546119,105.046741,85.313704,0.300000,0.600000,15.907326,18.824516,22.110306,22.154064,24.742453,27.461127,9.284325,87.349499,96.000504,96.000504,48.000481,144.000984
1677721,40.721285,91.718505,81.473158,0.400000,0.400000,18.042287,21.342065,24.574149,18.190729,21.344761,24.594080,7.897550,102.074265,96.000504,96.000504,96.000504,240.001488
2516582,40.206743,109.239908,96.003029,0.300000,0.600000,16.521559,19.484335,22.481371,23.371817,26.357799,29.212258,9.384444,89.080343,192.000526,192.000526,96.000504,288.001030
3355443,42.745758,94.014267,89.160477,0.400000,0.800000,18.597370,21.911618,25.205407,36.053492,33.440899,36.953018,7.857211,82.995559,192.000526,192.000526,96.000504,288.001030
5033164,41.255402,109.899837,106.384776,0.300000,0.600000,15.511192,19.443970,21.365180,21.485677,25.480167,28.239084,9.491279,88.777548,384.000549,384.000549,192.000526,576.001076
6710886,42.508305,93.585703,96.437820,0.400000,0.400000,16.719846,21.425324,23.251318,16.732175,21.382107,23.286913,8.229806,98.995116,384.000549,384.000549,384.000549,960.001625
