element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,19.625000,30.072917,14.489831,0.507937,0.507937,3.290868,2.683008,3.138115,3.379715,2.714549,3.138115,1.521184,17.833333,0.001045,0.001045,0.001045,0.001045
96,26.722222,30.696181,21.976013,0.755906,0.755906,3.286876,3.084031,3.054497,3.331569,2.944538,3.054795,1.253411,25.930556,0.002571,0.002571,0.002571,0.002571
153,23.465142,39.261438,17.414295,0.600000,0.600000,3.442467,2.836120,3.078335,3.323201,3.109437,3.078372,1.391861,24.198257,0.004539,0.004539,0.004539,0.004539
409,23.343113,37.291769,16.370949,0.800391,0.800391,3.483922,3.593718,3.512687,3.401025,3.408929,3.509254,1.264165,23.508557,0.010643,0.010643,0.010643,0.010643
614,21.758958,34.642508,18.043028,0.600196,0.600196,3.445267,3.003674,3.196904,3.519369,3.020405,3.222567,1.585204,21.729642,0.018166,0.018166,0.018166,0.018166
819,21.677656,39.064103,17.037347,0.800587,0.800587,3.668091,3.478520,3.617186,3.598180,3.594015,3.618388,1.291672,21.971103,0.021294,0.021294,0.021294,0.021294
1228,21.218512,41.681460,18.764749,0.599902,0.599902,3.599294,3.094534,3.546853,3.774021,3.239013,3.512235,1.567892,21.249186,0.036324,0.036324,0.036324,0.036324
1638,22.027167,39.707774,17.788416,0.800195,0.800195,3.811416,4.411158,4.029115,3.781531,4.057815,3.858627,1.279204,21.897843,0.042580,0.042580,0.042580,0.042580
2457,20.591914,40.260005,19.433992,0.600000,0.600000,3.849257,3.281155,4.054031,3.844514,3.297309,4.086090,1.670424,20.751730,0.072655,0.072655,0.072655,0.072655
3276,21.589794,35.145503,19.627793,0.800000,0.800000,4.160341,4.646699,5.221449,4.260170,4.636079,5.211121,1.337082,21.203805,0.085152,0.085152,0.085152,0.085152
4915,20.558562,31.243913,22.033140,0.600049,0.600049,4.471253,3.552341,6.149337,4.619706,3.545131,6.112787,2.314726,20.656765,0.145317,0.145317,0.145317,0.145317
6553,21.008469,29.413755,22.660184,0.800024,0.800024,4.859164,5.453483,7.736063,5.016816,5.651636,7.803715,1.480549,21.248843,0.170311,0.170311,0.170311,0.170311
9830,21.324279,32.320736,25.215476,0.600012,0.600012,5.960249,3.867448,7.581394,5.779706,3.759163,7.493540,2.775109,21.175076,0.290627,0.290627,0.290627,0.290627
13107,22.221752,30.484423,26.167371,0.800037,0.800037,6.094507,5.852413,9.931328,6.096331,6.159900,9.694043,1.640625,21.531243,0.340630,0.340630,0.340630,0.340630
19660,22.692557,33.224695,27.997540,0.599994,0.599994,6.704330,4.399738,8.864625,6.738182,4.334864,8.878755,3.026714,22.171567,0.581245,0.581245,0.581245,0.581245
26214,23.454732,31.470658,27.567480,0.800012,0.800012,7.174308,7.798130,11.663496,7.099720,7.786242,11.659078,1.749985,22.643384,0.681252,0.681252,0.681252,0.681252
39321,24.198227,34.606978,30.272628,0.600000,0.600000,7.434919,4.684740,9.937655,7.371110,4.577534,9.809170,3.292074,23.298331,1.162498,1.162498,1.162498,1.162498
