element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,13.505208,36.848958,13.066154,0.500000,0.500000,2.772643,2.074434,2.642695,2.769260,2.074321,2.641636,1.900812,16.708333,0.001045,0.001045,0.001045,0.001045
96,11.828125,31.788194,19.238202,0.750000,0.750000,2.326578,2.283961,2.201662,2.308780,2.270468,2.201074,1.402747,12.059028,0.002083,0.002083,0.002083,0.002083
153,9.346405,31.985839,15.496933,0.597656,0.597656,2.150139,2.063671,2.133777,2.151078,2.060231,2.133908,1.632191,10.568627,0.004158,0.004158,0.004158,0.004158
409,10.525265,28.370823,20.743608,0.798828,0.798828,2.303947,2.379583,2.208095,2.345076,2.353672,2.236744,1.370227,11.569682,0.008308,0.008308,0.008308,0.008308
614,9.578176,38.161509,15.644369,0.599609,0.599609,2.309255,2.181901,2.233718,2.316432,2.176021,2.203362,1.675684,11.864821,0.016609,0.016609,0.016609,0.016609
819,11.033171,33.231583,20.964566,0.799805,0.799805,2.341699,2.458955,2.323661,2.376806,2.519947,2.348914,1.403268,13.955637,0.016609,0.016609,0.016609,0.016609
1228,10.470955,41.640337,16.082913,0.599609,0.599609,2.724239,2.591329,2.438542,2.685150,2.459530,2.471772,1.766010,13.338491,0.033211,0.033211,0.033211,0.033211
1638,13.020554,36.555556,21.603826,0.799805,0.799805,2.948670,3.157810,3.309919,3.053242,3.089813,3.323285,1.528897,15.809117,0.033211,0.033211,0.033211,0.033211
2457,12.130511,45.898386,16.574237,0.599854,0.599854,3.288332,4.104061,5.324263,3.348641,4.087702,5.343689,3.128210,14.442002,0.066414,0.066414,0.066414,0.066414
3276,15.305505,40.762922,22.234268,0.799805,0.799805,3.929779,5.087380,6.988463,3.954567,5.052215,6.947739,1.865109,17.167379,0.066414,0.066414,0.066414,0.066414
4915,12.936250,47.134215,17.625006,0.599976,0.599976,4.094093,6.011211,7.978942,4.154286,6.086015,8.034407,5.134130,14.666599,0.132820,0.132820,0.132820,0.132820
6553,16.536039,41.954881,23.852033,0.799927,0.799927,4.943576,7.175800,9.382099,4.828884,7.042952,9.387311,2.386814,17.732336,0.132820,0.132820,0.132820,0.132820
9830,13.665192,47.237742,19.775459,0.599976,0.599976,5.043314,7.755402,10.306686,5.102521,7.854618,10.345830,6.319109,15.246287,0.265633,0.265633,0.265633,0.265633
13107,16.870642,41.755029,27.321711,0.799988,0.799988,6.151003,9.018649,11.609348,6.171081,8.948830,11.745102,3.055208,17.914651,0.265633,0.265633,0.265633,0.265633
19660,15.491234,48.858028,21.519399,0.599976,0.599976,6.236578,9.141257,11.791382,6.236172,9.094900,11.990830,6.672591,16.701560,0.531258,0.531258,0.531258,0.531258
26214,19.282699,44.180743,29.326078,0.799988,0.799988,7.461449,10.400123,13.301089,7.452843,10.453898,13.293862,3.310631,20.207332,0.531258,0.531258,0.531258,0.531258
39321,16.926786,51.791668,22.491079,0.599991,0.599991,6.909815,9.531513,12.504726,6.881851,9.513220,12.481338,6.631143,17.986962,1.062508,1.062508,1.062508,1.062508
52428,21.306121,47.661736,31.173080,0.799988,0.799988,8.144736,10.917187,13.770340,8.143424,10.918275,13.753977,3.388052,22.150899,1.062508,1.062508,1.062508,1.062508
78643,17.349425,52.040824,23.349617,0.599998,0.599998,7.172436,9.567391,12.784968,7.175118,9.524591,12.690381,6.854788,18.301014,2.125008,2.125008,2.125008,2.125008
104857,21.590976,47.952697,32.356985,0.799995,0.799995,8.478743,11.104232,14.143285,8.471091,11.109614,14.150515,3.411306,22.349524,2.125008,2.125008,2.125008,2.125008
