element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,32.572917,42.776042,31.733989,0.864865,0.864865,9.722959,12.183983,10.852820,9.721495,12.183829,10.817629,0.391610,27.500000,0.001015,0.001015,0.001015,0.001015
96,32.694444,39.246528,32.816990,0.989691,0.989691,9.054898,12.527540,10.841878,9.054288,12.530877,10.833270,0.917272,43.322917,0.002937,0.002937,0.002937,0.002937
153,41.405229,51.521786,32.702075,0.974522,0.974522,9.055521,10.229805,9.823975,9.055850,10.308438,9.810545,0.910982,41.655773,0.004700,0.004700,0.004700,0.004700
409,38.848818,55.645069,27.423917,1.000000,1.000000,8.986038,11.779567,10.554487,8.926257,11.674201,10.562928,0.886419,40.066015,0.012482,0.012482,0.012482,0.012482
614,37.946254,57.234799,33.824775,0.991922,0.991922,8.864940,11.832425,10.497082,8.809007,11.848978,10.413099,0.886418,38.946797,0.018776,0.018776,0.018776,0.018776
819,38.292837,56.246642,34.490673,0.995140,0.995140,9.006047,12.540992,10.605902,9.046619,12.508803,10.689046,0.910140,38.660969,0.025024,0.025024,0.025024,0.025024
1228,37.685532,57.691640,35.396837,0.952676,0.952676,9.326984,12.937531,11.503927,9.249202,12.995938,11.433129,1.347229,37.754072,0.037941,0.037941,0.037941,0.037941
1638,37.803928,57.735144,36.228977,0.940839,0.940839,9.919493,15.450892,15.186152,9.926243,15.587893,15.379328,1.728995,38.044770,0.050774,0.050774,0.050774,0.050774
2457,37.643942,59.732872,38.322428,0.963907,0.963907,11.134166,19.349631,20.516164,11.137893,19.526070,20.565878,2.033268,37.840049,0.075684,0.075684,0.075684,0.075684
3276,38.117165,58.998575,38.519596,0.944364,0.944364,12.306704,20.486169,22.208748,12.266171,20.098226,22.134888,2.229434,37.511498,0.101448,0.101448,0.101448,0.101448
