element_num,avg_construct_time_with_reserve_ns,avg_construct_time_without_reserve_ns,avg_erase_insert_ns,no_rehash_load_factor,with_rehash_load_factor,avg_hit_default_load_factor_lookup_ns,avg_miss_default_load_factor_lookup_ns,avg_50%_hit_default_load_factor_lookup_ns,avg_hit_large_max_load_factor_lookup_ns,avg_miss_large_max_load_factor_lookup_ns,avg_50%_hit_large_max_load_factor_lookup_ns,avg_iterate_ns,avg_with_final_rehash_construct_ns,final_default_load_factor_size_mb,peak_default_load_factor_size_mb,final_large_load_factor_size_mb,peak_large_load_factor_size_mb
32,76.723958,353.312500,57.584429,0.500000,0.500000,3.025595,2.333092,2.686447,3.025647,2.347226,2.686436,2.158565,118.802083,0.003334,0.003456,0.003334,0.003487
96,43.932292,478.145833,47.398507,0.375000,0.750000,3.038328,2.347455,2.717926,3.047338,2.366050,2.702016,2.594422,221.052083,0.009575,0.009613,0.005432,0.010994
153,43.183007,376.002179,193.240342,0.597656,0.597656,3.100587,2.604219,2.728158,3.087729,2.581934,2.728129,1.956908,65.106754,0.010185,0.010254,0.010109,0.010124
409,39.813366,284.242869,48.318065,0.399414,0.798828,3.044683,2.440993,2.686774,3.054420,2.438469,2.723822,2.687760,185.165444,0.037354,0.037430,0.021004,0.043411
614,70.233713,232.995928,191.269889,0.599609,0.599609,3.054026,2.426264,2.745623,3.052610,2.451830,2.715970,2.110319,60.471227,0.039421,0.050575,0.039284,0.039307
819,51.941188,282.866097,48.323698,0.399902,0.799805,3.168928,2.425411,2.822997,3.075769,2.430365,2.813693,3.071633,185.415547,0.074020,0.074020,0.041908,0.086548
1228,70.125814,242.884772,184.485291,0.599609,0.599609,3.201689,2.426677,2.882125,3.201799,2.445190,2.864397,3.529001,60.949511,0.078514,0.078598,0.078560,0.078583
1638,54.876882,280.888685,52.074967,0.399902,0.799805,3.229468,2.535440,2.904801,3.216521,2.413124,2.879738,7.318466,179.552503,0.148277,0.148323,0.082649,0.173195
2457,192.478836,232.251594,180.808898,0.599854,0.599854,3.261659,2.516045,3.019142,3.253991,2.568673,2.947534,5.360620,238.022521,0.155838,0.195381,0.155853,0.196320
3276,41.328093,298.491555,58.115655,0.399902,0.799805,3.461803,2.600548,3.508047,3.293982,2.588145,3.450175,8.899056,187.149980,0.296333,0.296387,0.164818,0.346306
4915,143.227399,243.697423,197.481404,0.599976,0.599976,3.415416,2.609699,4.558801,3.419412,2.568345,4.594249,6.370036,187.326416,0.312431,0.312462,0.311295,0.400345
6553,44.628135,345.994684,65.101867,0.399963,0.799927,3.912506,2.723686,5.867833,3.476567,2.600896,5.551324,9.853493,197.280787,0.591125,0.591141,0.330292,0.691193
9830,151.859529,242.973550,192.935468,0.599976,0.599976,3.980152,2.744765,6.799870,3.927091,2.725291,6.835157,7.074622,204.243811,0.622925,0.801826,0.622986,0.801888
13107,78.909616,304.864538,96.218532,0.399994,0.799988,4.266384,3.104156,7.853816,3.959476,2.770438,7.285080,10.202598,210.225656,1.050346,1.050392,0.659050,1.343422
19660,584.012479,465.996567,0.000000,0.599976,0.599976,4.234299,2.834935,7.866239,4.253881,2.835043,7.967334,7.224339,575.271346,1.118896,1.444092,1.119705,1.418640
26214,84.118327,502.405826,0.000000,0.399994,0.799988,4.698821,3.102652,8.783485,4.339242,2.823932,8.128549,10.282074,245.756301,2.100418,2.100494,1.195602,2.532974
39321,628.532913,885.508638,0.000000,0.599991,0.599991,4.686365,3.040043,8.926187,4.599141,3.073842,9.075530,7.358756,642.177488,2.239738,2.827095,2.242912,2.905090
52428,67.418046,828.584630,0.000000,0.399994,0.799988,5.197068,3.553851,9.743616,4.640230,3.033880,9.114789,10.289154,258.334408,4.200966,4.201035,2.392357,5.067223
78643,298.999949,1181.930244,0.000000,0.599998,0.599998,5.173311,3.624222,9.842288,5.257622,3.532153,9.781624,7.287240,265.310144,4.475891,4.476074,4.475922,4.475983
104857,98.437084,819.045761,0.000000,0.399998,0.799995,5.848447,4.354026,10.740107,5.302109,3.595899,9.808153,10.203636,284.684202,8.393280,8.393295,4.785667,10.135536
157286,211.669112,1047.903956,0.000000,0.599998,0.599998,5.946261,4.291875,10.726491,5.894025,4.406810,10.748878,7.237454,232.747886,8.955833,11.561554,8.948959,8.948990
209715,162.822041,1129.146834,0.000000,0.400000,0.799999,10.622331,5.031430,12.803793,6.094381,4.350620,10.923422,10.229743,373.510350,16.787674,16.787697,9.573143,20.273018
314572,535.980324,1483.438689,0.000000,0.599998,0.599998,11.671364,5.039314,13.753554,11.521909,5.039985,13.789800,7.421983,685.952001,17.908195,23.155937,17.908020,17.908173
419430,316.873501,1595.001889,0.000000,0.400000,0.799999,19.211025,5.488891,18.875876,11.956231,5.133234,14.240767,10.367721,600.412769,33.577583,33.577721,19.143791,40.543663
629145,752.921683,1954.531571,0.000000,0.599999,0.599999,19.271489,6.079840,19.056465,19.240481,6.094228,19.043274,7.294168,764.378140,35.824486,35.824547,35.824486,35.824577
838860,455.027171,1663.924299,0.000000,0.400000,0.799999,21.566498,7.278745,21.187212,19.269090,6.880427,19.075822,10.397908,854.019059,67.148880,67.148911,38.299698,81.099564
1258291,1055.903678,2154.464083,0.000000,0.600000,0.600000,21.558385,7.887330,21.217287,21.549377,7.881267,21.211610,7.215852,1199.585799,71.652199,71.652321,71.645348,91.040237
1677721,568.739770,2671.634877,0.000000,0.400000,0.800000,23.881744,8.762253,23.748163,21.536759,8.214396,21.239489,10.246659,1154.674337,134.294792,134.294853,76.548042,162.147911
2516582,1489.830474,2813.833356,0.000000,0.600000,0.600000,23.868445,9.014652,23.687523,23.865543,9.137014,23.715355,7.343980,1522.964360,143.274940,143.275017,143.274940,143.275078
3355443,634.802712,2605.711820,0.000000,0.400000,0.800000,30.276010,15.860396,31.930079,23.810552,9.189850,23.913559,10.294801,1373.123878,268.589104,268.589165,153.034996,324.234810
